Unnamed: 0,id,created_at,edit_history_tweet_ids,text,withheld,clean_text,non_english,whitespace
1674,1.3421739280144384e+18,2020-12-24 18:22:55+00:00,['1342173928014438402'],@EONhelp Not surprised a mistake has bern made with the payments. Can you stop sending me letters about smart meters too. I was harrassed to make an appointment for this before and then a man turned up to tell me that they can't be fitted at my address. What a waste of time and energy!,, not surprised a mistake has bern made with the payments can you stop sending me letters about smart meters too i was harrassed to make an appointment for this before and then a man turned up to tell me that they cant be fitted at my address what a waste of time and energy,True,False
1678,1.3420273418627564e+18,2020-12-24 08:40:26+00:00,['1342027341862756357'],Conor Coady https://t.co/9fIKO2ll2Z,,conor coady ,True,False
1733,1.3395149776994427e+18,2020-12-17 10:17:12+00:00,['1339514977699442689'],@HornseyClub So full of life and energy and respected by all. A pleasure to have known him.,, so full of life and energy and respected by all a pleasure to have known him,True,False
1743,1.3385501700788677e+18,2020-12-14 18:23:24+00:00,['1338550170078867457'],From Allez Allez to Allez Allez Allez. #GerardHoullier An influential manager loved by the fans @LFC,,from allez allez to allez allez allez  an influential manager loved by the fans ,True,False
1754,1.33853359302758e+18,2020-12-14 17:17:31+00:00,['1338533593027579905'],"Gerard Houllier - leader, teacher and mentor. Changed @LFC Many thanks for setting us on the path to trophies again. #GerardHoullier https://t.co/SExG2ikOnZ",,gerard houllier  leader teacher and mentor changed  many thanks for setting us on the path to trophies again  ,True,False
1764,1.3372619677115963e+18,2020-12-11 05:04:32+00:00,['1337261967711596545'],https://t.co/QoVau9GGpT,,,True,False
1779,1.3344469257818808e+18,2020-12-03 10:38:34+00:00,['1334446925781880832'],@MoSalah Septimus agrees! https://t.co/WQJH0p8sbB,, septimus agrees ,True,False
1808,1.326930737891844e+18,2020-11-12 16:51:55+00:00,['1326930737891844098'],@repofcatsfood @RepublicOfCats Can you buy your biscuits on their own?,,  can you buy your biscuits on their own,True,False
1809,1.326881152741888e+18,2020-11-12 13:34:53+00:00,['1326881152741888001'],@premierleague 10,, 10,True,False
1810,1.3268810508328018e+18,2020-11-12 13:34:29+00:00,['1326881050832801793'],I scored 9 out of 12 on the BBC Can you tell your LOL from your ROFL? Quiz https://t.co/2LihKaijaH,,i scored 9 out of 12 on the bbc can you tell your lol from your rofl quiz ,True,False
1812,1.3265625473156956e+18,2020-11-11 16:28:52+00:00,['1326562547315695616'],@lucreatesx @RepublicOfCats Not particularly - it may just be that it has been cold recently.,,  not particularly  it may just be that it has been cold recently,True,False
1813,1.3265190125876756e+18,2020-11-11 13:35:52+00:00,['1326519012587675651'],@BBCMOTD Jan Molby!,, jan molby,True,False
1816,1.326518633334526e+18,2020-11-11 13:34:22+00:00,['1326518633334525953'],@lucreatesx @RepublicOfCats Love the biskwits in particular.,,  love the biskwits in particular,True,False
1841,1.3229362760400118e+18,2020-11-01 16:19:21+00:00,['1322936276040011783'],"I have written to @BorisJohnson  calling on them to support an @NEUnion amendment in Parliament to close schools and colleges #PutSchoolsInTheLockdown.

Please write to your MP https://t.co/L9OjxwCs4a",,"i have written to   calling on them to support an  amendment in parliament to close schools and colleges 

please write to your mp ",True,False
1843,1.3227836580344996e+18,2020-11-01 06:12:54+00:00,['1322783658034499584'],"I just supported the @NEUnion's call: Close our schools and colleges now as part of the national lockdown. #CloseTheSchools 

Please sign too: https://t.co/DUJQuvrfTk",,"i just supported the s call close our schools and colleges now as part of the national lockdown  

please sign too ",True,False
1854,1.320112318794109e+18,2020-10-24 21:17:57+00:00,['1320112318794108931'],A proper fortress https://t.co/TcO7uVSXyr via @BBCSport,,a proper fortress  via ,True,False
1870,1.3199137547803812e+18,2020-10-24 08:08:56+00:00,['1319913754780381184'],Petition: End child food poverty – no child should be going hungry https://t.co/8VUXYbMv8E,,petition end child food poverty – no child should be going hungry ,True,False
1877,1.3197486224859996e+18,2020-10-23 21:12:46+00:00,['1319748622485999620'],@Patrick_Bamford Fantastic performance. So pleased to such a great start to the season in @premierleague @Classics_NHS Thoroughly deserved - keep working hard.,, fantastic performance so pleased to such a great start to the season in   thoroughly deserved  keep working hard,True,False
1878,1.3197474692830454e+18,2020-10-23 21:08:11+00:00,['1319747469283045376'],Bamford has definitely arrived #PremierLeague https://t.co/zpMJQWoQye,,bamford has definitely arrived  ,True,False
1893,1.3149922501082153e+18,2020-10-10 18:12:38+00:00,['1314992250108215296'],This is my free agent XI. Who would you pick? https://t.co/gxSpEDq8q1 ##bbcfootball via @bbcsport,,this is my free agent xi who would you pick   via ,True,False
1901,1.3128664613676524e+18,2020-10-04 21:25:30+00:00,['1312866461367652352'],@JamesPearceLFC Mmmm,, mmmm,True,False
1902,1.3128347141813617e+18,2020-10-04 19:19:21+00:00,['1312834714181361669'],@IanDoyleSport Souness' first word on this was sloppy! Don't tell Keano!,, souness first word on this was sloppy dont tell keano,True,False
1905,1.3128337434685358e+18,2020-10-04 19:15:30+00:00,['1312833743468535808'],@TheRedmenTV Not good defending but two goals were off side!,, not good defending but two goals were off side,True,False
1908,1.31272538889694e+18,2020-10-04 12:04:56+00:00,['1312725388896940040'],21 years paralysed – Winston Davis’ story https://t.co/NO245ulf56,,21 years paralysed – winston davis’ story ,True,False
1910,1.312707980203352e+18,2020-10-04 10:55:46+00:00,['1312707980203352064'],@clemente_carl Keen to get a copy.,, keen to get a copy,True,False
