id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns
1.228024360075776e+18,2020-02-13 18:33:17+00:00,['1228024360075776005'],"Shine a Light on Slavery Day 2020.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Grab those red markers, markup those ❌’s and spread the word.
❌#enditmovement 

Spread the word. Awareness is the first step to END… https://t.co/t1LpTJQQ5P",,shine light slavery day grab red marker markup spread word spread word awareness first step end,shine day marker markup spread word spread word awareness end 
1.227837662867923e+18,2020-02-13 06:11:25+00:00,['1227837662867922944'],"Verse of the day
In your relationships with one another, have the same mindset as Christ Jesus:
Philippians 2:5 NIV✝️📖🙏😃
#Verseoftheday #Verseencouragement #philippians25 #NIV #2020… https://t.co/cM2kWyz6XG",,verse day relationship one another mindset christ jesus philippian niv,day relationship mindset christ jesus niv 
1.2276286934404096e+18,2020-02-12 16:21:03+00:00,['1227628693440409600'],"At My favourite place  @justicecreamuk Having Waffle with Chocolate passion fruit and lemon cheesecake. Amazing and Delicious 🍦🍽️😃
Keep the good work !!!
#Justice #justiceuk #Ethical… https://t.co/3dX8aq15kp",,favourite place waffle chocolate passion fruit lemon cheesecake amazing delicious keep good work,place waffle chocolate passion fruit cheesecake work 
1.2275129415677583e+18,2020-02-12 08:41:06+00:00,['1227512941567758336'],"Verse of the Day
Give praise to the Lord , proclaim his name; make known among the nations what he has done.  Sing to him, sing praise to him; tell of all his wonderful acts.
Psalms… https://t.co/fQfV8RrkHf",,verse day give praise lord proclaim name make known among nation done sing sing praise tell wonderful act psalm,day praise lord proclaim name nation praise tell act psalm 
1.227117331530363e+18,2020-02-11 06:29:05+00:00,['1227117331530362885'],"Verse of the day
For we are God’s handiwork, created in Christ Jesus to do good works, which God prepared in advance for us to do.
Ephesians 2:10 NIV ✝️📖🙏😃
#Verseoftheday… https://t.co/bKBNkmWezf",,verse day god handiwork created christ jesus good work god prepared advance ephesian niv,day handiwork jesus work god niv 
1.226756958318928e+18,2020-02-10 06:37:05+00:00,['1226756958318927872'],"Verse of the Day
And God is able to bless you abundantly, so that in all things at all times, having all that you need, you will abound in every good work.
2 Corinthians 9:8 NIV… https://t.co/QBWE7qK7kg",,verse day god able bless abundantly thing time need abound every good work corinthian niv,day bless thing time work niv 
1.2261123564990423e+18,2020-02-08 11:55:40+00:00,['1226112356499042304'],"May you always

Rely on God's limitless love
Rely on God's limitless grace
Rely on God's limitless power
Rely on God's limitless wealth
Rely on God's limitless mercies
God blesses all who rely on Him
Father Jesus Holy Spirit One God",,may always rely god's limitless love rely god's limitless grace rely god's limitless power rely god's limitless wealth rely god's limitless mercy god blesses rely father jesus holy spirit one god,god love god grace god power god wealth god mercy god jesus holy spirit god 
1.2260647293382697e+18,2020-02-08 08:46:25+00:00,['1226064729338269697'],"Verse of the day
For the word of God is alive and active. Sharper than any double-edged sword, it penetrates even to dividing soul and spirit, joints and marrow; it judges the thoughts and… https://t.co/hYEDmZJGa5",,verse day word god alive active sharper doubleedged sword penetrates even dividing soul spirit joint marrow judge thought,day word god sharper sword soul spirit joint marrow judge 
1.2259302903397294e+18,2020-02-07 23:52:12+00:00,['1225930290339729410'],"Did I offer peace today? 

Did I bring a smile to someone's face? 

Did I say words of healing? 

Did I let go of my anger and resentment? 

Did I forgive? 

Did I love? 

These are the real questions.",,offer peace today bring smile someone's face say word healing let anger resentment forgive love real question,offer peace today smile someone face word let anger love question 
1.225929529551655e+18,2020-02-07 23:49:11+00:00,['1225929529551654912'],Sometimes you have to lose the battle to win the war.,,sometimes lose battle win war,battle war 
1.225792039670907e+18,2020-02-07 14:42:51+00:00,['1225792039670906887'],"Round 2 Six Nations campaign on Saturday.
Wales playing Ireland. One change to our starting XV to face Ireland  One change to our starting XV to face Ireland on Saturday. 
A big… https://t.co/HT7KOG80uS",,round six nation campaign saturday wale playing ireland one change starting face ireland one change starting face ireland saturday big,round nation campaign playing ireland change face change face ireland saturday 
1.225704857778172e+18,2020-02-07 08:56:25+00:00,['1225704857778171905'],"Verse of the Day
Answer me, Lord , answer me, so these people will know that you, Lord , are God, and that you are turning their hearts back again.” 1 Kings 18:37… https://t.co/FJpQF8Mu58",,verse day answer lord answer people know lord god turning heart back king,day lord god heart king 
1.2255649387873116e+18,2020-02-06 23:40:25+00:00,['1225564938787311616'],"The reality is, we are NOTHING without Jesus. But, we are EVERYTHING in Him.",,reality nothing without jesus everything,reality nothing jesus everything 
1.22556458814353e+18,2020-02-06 23:39:02+00:00,['1225564588143529986'],"#Prayer

May you always

Rely on God's limitless love
Rely on God's limitless grace
Rely on God's limitless power
Rely on God's limitless wealth
Rely on God's limitless mercies
God blesses all who rely on Him
Father Jesus Holy Spirit One God",,may always rely god's limitless love rely god's limitless grace rely god's limitless power rely god's limitless wealth rely god's limitless mercy god blesses rely father jesus holy spirit one god,god love god grace god power god wealth god mercy god jesus holy spirit god 
1.2255525561155502e+18,2020-02-06 22:51:13+00:00,['1225552556115550209'],"@DaveTannerRadio  
@UCBMedia 
 For next weeks Jukebox Memories could you play Hello my name is by Matthew West please thank you !!!",,next week jukebox memory could play hello name matthew west please thank,week jukebox memory name matthew please thank 
1.225532480360534e+18,2020-02-06 21:31:27+00:00,['1225532480360534016'],@WeekendWireless  for Christian rock show on Sunday 10pm  the wilderness by Cliffside. What do you think??,,christian rock show sunday wilderness cliffside think,rock show wilderness cliffside 
1.2255048540990546e+18,2020-02-06 19:41:40+00:00,['1225504854099054594'],@WelshRugbyUnion Da Iawn @JoshAdams951,,iawn,iawn 
1.2253884051246735e+18,2020-02-06 11:58:57+00:00,['1225388405124673536'],@stevefbest @UCBMedia Not to worry thank you !!!,,worry thank,worry thank 
1.2253868305703608e+18,2020-02-06 11:52:41+00:00,['1225386830570360833'],"Guess where I am at ?
Yes that's right at my favourite place @justicecreamuk Having Waffle with Chocolate peanut butter and chocolate passion fruit Amazing and Delicious  🍦🍽️😃
Keep the… https://t.co/i4SHS4GKt3",,guess yes that's right favourite place waffle chocolate peanut butter chocolate passion fruit amazing delicious keep,place waffle chocolate peanut butter chocolate passion fruit keep 
1.2253760784217743e+18,2020-02-06 11:09:58+00:00,['1225376078421774337'],"At Bear Having Hot Chocolate and a Croissant whilst writing things down 
#Bear #hotchocolate#croissant
#2020 #2020vision #bestisyettocome #Godisgood #GoodnessofGod #MingCooper2020 https://t.co/4MK3AHjUR0",,bear hot chocolate croissant whilst writing thing,chocolate whilst thing 
1.2253280260047094e+18,2020-02-06 07:59:01+00:00,['1225328026004709376'],"Verse of the Day
Though one may be overpowered, two can defend themselves. A cord of three strands is not quickly broken.
Ecclesiastes 4:12 NIV✝️📖🙏😃
#Verseoftheday #Verseencouragement… https://t.co/Dxu5yxF2Iy",,verse day though one may overpowered two defend cord three strand quickly broken ecclesiastes niv,day defend cord strand 
1.2251629878178324e+18,2020-02-05 21:03:13+00:00,['1225162987817832454'],@stevefbest how can I Listen to you again for today ? Please help thanks,,listen today please help thanks,today help 
1.224974172138328e+18,2020-02-05 08:32:56+00:00,['1224974172138328064'],"Verse of the Day
Cast all your anxiety on him because he cares for you. 1 Peter 5:7 NIV✝️📖🙏😃
#Verseoftheday #Verseencouragement #1peter57 #NIV #2020 #2020vision #bestisyettocome… https://t.co/BQTKc4q7Qp",,verse day cast anxiety care peter niv,day anxiety care peter niv 
1.224623775741829e+18,2020-02-04 09:20:35+00:00,['1224623775741829120'],"Verse of the Day
Not only so, but we also glory in our sufferings, because we know that suffering produces perseverance; perseverance, character; and character, hope. And hope does not… https://t.co/qBs0981XYw",,verse day also glory suffering know suffering produce perseverance perseverance character character hope hope doe,verse day produce perseverance perseverance character character hope doe 
1.2242387750076948e+18,2020-02-03 07:50:43+00:00,['1224238775007694849'],"Verse of the day
Know therefore that the Lord your God is God; he is the faithful God, keeping his covenant of love to a thousand generations of those who love him and keep his… https://t.co/ej4umuQo4s",,verse day know therefore lord god god faithful god keeping covenant love thousand generation love keep,day god god god love generation love 
1.2238945391668677e+18,2020-02-02 09:02:51+00:00,['1223894539166867457'],"Verse of the day
I know that my redeemer lives, and that in the end he will stand on the earth.
Job 19:25 NIV✝️📖🙏😃
#Verseoftheday #Verseencouragement #Job1925  #NIV #2020 #2020vision… https://t.co/DpLZbm0qSJ",,verse day know redeemer life end stand earth job niv,day life end job niv 
1.223703615212335e+18,2020-02-01 20:24:11+00:00,['1223703615212335104'],@WelshRugbyUnion @JoshAdams951 Amazing !!!,,amazing,
1.2237035160086036e+18,2020-02-01 20:23:48+00:00,['1223703516008603648'],@WelshRugbyUnion @JoshAdams951 My highlight of the Day !!!!,,highlight day,highlight day 
1.223492268033659e+18,2020-02-01 06:24:22+00:00,['1223492268033658880'],"It's Game day 
Round 1 
Kickoff at 2:15 

Wales Vs Italy 

Wales is Ready, The Team is Ready, The Captain is Ready, The Head Coach is ready and I am ready. Are you ready ??? 
Come on… https://t.co/Gt7najOnCt",,game day round kickoff wale italy wale ready team ready captain ready head coach ready ready ready come,game day wale italy wale team head 
1.2234881018273464e+18,2020-02-01 06:07:49+00:00,['1223488101827346432'],"Verse of the day
I keep my eyes always on the Lord. With him at my right hand, I will not be shaken.
Psalms 16:8 NIV✝️📖🙏😃
#Verseoftheday #Verseencouragement #pslams168 #NIV #2020… https://t.co/w5VbtVxOWS",,verse day keep eye always lord right hand shaken psalm niv,day eye hand psalm niv 
1.2233916965342413e+18,2020-01-31 23:44:44+00:00,['1223391696534241280'],@GuinnessGB Come on Wales!!!,,come wale,wale 
1.223389077472514e+18,2020-01-31 23:34:20+00:00,['1223389077472514049'],"#Prayer

Because you keep loving God
Because you are trusting God
Because you are obeying God
Because you are thanking God
Because you are glorifying God
God does all heavy lifting for you
Father, Jesus, HolySpirit, One God",,keep loving god trusting god obeying god thanking god glorifying god god doe heavy lifting father jesus holyspirit one god,loving god god glorifying god god jesus holyspirit god 
1.2231323874685665e+18,2020-01-31 06:34:20+00:00,['1223132387468566529'],"Verse of the day
Give thanks in all circumstances; for this is God’s will for you in Christ Jesus.
1 Thessalonians 5:18 NIV✝️📖🙏😃
#Verseoftheday #Verseencouragement #1Thessalonians518… https://t.co/Y3xz5r1OUl",,verse day give thanks circumstance god christ jesus thessalonian niv,day christ jesus niv 
1.2230253490905784e+18,2020-01-30 23:29:00+00:00,['1223025349090578432'],"Round 1 Starting six Nations campaign on Saturday.
Wales playing Italy. 
Come on Wales!!! Cymru am byth!!! 🏴󠁧󠁢󠁷󠁬󠁳󠁿🐲🏉🏟️🏆 #Walesvsitaly #Rugby #Wales #PrincipalityStadium #Stadium #SixNations2020 #SixNations #Waynepivac #forthejersey #welshfan #MingCooper2020 #Cymru #Cymruambyth",,round starting six nation campaign saturday wale playing italy come wale cymru byth,round nation campaign wale cymru byth 
1.2227702594526822e+18,2020-01-30 06:35:22+00:00,['1222770259452682246'],"Verse of the day
Submit yourselves, then, to God. Resist the devil, and he will flee from you.
James 4:7 NIV✝️📖🙏😃
#Verseoftheday #Verseencouragement #James47 #NIV #2020 #2020vision… https://t.co/6nZucdCLz5",,verse day submit god resist devil flee james niv,day resist devil flee 
1.222424887937114e+18,2020-01-29 07:42:59+00:00,['1222424887937114112'],"Verse of the day
“Whoever can be trusted with very little can also be trusted with much, and whoever is dishonest with very little will also be dishonest with much.
Luke 16:10… https://t.co/2lmqF4sbf7",,verse day whoever trusted little also trusted much whoever dishonest little also dishonest much luke,day luke 
1.2220482230758932e+18,2020-01-28 06:46:15+00:00,['1222048223075893253'],"Verse of the day
Righteousness guards the person of integrity, but wickedness overthrows the sinner.Proverbs 13:6 NIV✝️📖🙏😃 #Verseoftheday #Verseencouragement #Proverbs136 #NIV #2020 #2020vision #bestisyettocome #Godisgood #GoodnessofGod #MingCooper2020",,verse day righteousness guard person integrity wickedness overthrow sinner proverb niv,day person integrity wickedness overthrow sinner proverb niv 
1.2217202819428434e+18,2020-01-27 09:03:08+00:00,['1221720281942843392'],"Verse of the day
May these words of my mouth and this meditation of my heart be pleasing in your sight,  Lord , my Rock and my Redeemer.
Psalms 19:14 NIV✝️📖🙏😃
#Verseoftheday… https://t.co/ZpigSgi8o0",,verse day may word mouth meditation heart pleasing sight lord rock redeemer psalm niv,day word meditation heart lord rock redeemer psalm niv 
1.2215564863730235e+18,2020-01-26 22:12:16+00:00,['1221556486373023747'],"Kobe Bryant, ""Have a good time. Life is too short to get bogged down and be discouraged.

""You have to keep moving. You have to keep going. Put one foot in front of the other, smile and just keep on rolling.-  Kobe bryant
 #KobeBryant #KobeBryantRIP",,kobe bryant good time life short get bogged discouraged keep moving keep going put one foot front smile keep rolling kobe bryant,kobe time life get foot front kobe bryant 
1.2215560356363428e+18,2020-01-26 22:10:28+00:00,['1221556035636342784'],"“The most important thing is to try and inspire people so that they can be great in whatever they want to do.” —Kobe Bryant 
 #KobeBryant #KobeBryantRIP",,important thing try inspire people great whatever want kobe bryant,thing try inspire kobe bryant 
1.2215556367161672e+18,2020-01-26 22:08:53+00:00,['1221555636716167172'],@talkSPORT Sports Greatest of all time  sad times  #KobeBryant,,sport greatest time sad time,sport time time 
1.2215131345166418e+18,2020-01-26 19:20:00+00:00,['1221513134516641794'],1Pet5v6 imagine what would happen if everyone of us “clothed” ourselves with humility “towards others”.         “True humility is not thinking less of yourself; it is thinking of yourself less” - C.S. Lewis,,petv imagine would happen everyone clothed humility towards others true humility thinking thinking lewis,petv imagine everyone humility humility lewis 
1.221512192828289e+18,2020-01-26 19:16:16+00:00,['1221512192828289024'],"#Prayer

God will help you 

Climb, one step at a time
Renew, one step at a time
Change, one step at a time
Develop, one step at a time
Progress, one step at a time
Never ever be overwhelmed
It will be a miracle  over time
Father, Jesus, HolySpirit, God",,god help climb one step time renew one step time change one step time develop one step time progress one step time never ever overwhelmed miracle time father jesus holyspirit god,god help step time step time change step time step time progress step time miracle time father jesus holyspirit god 
