,Topic,Count,Name,details
1534,1533,24,1533_peter_pete_peter peter_evan peter,"[('peter', 0.22049248764247742), ('pete', 0.09008609700531206), ('peter peter', 0.06169706254763408), ('evan peter', 0.06169706254763408), ('evan', 0.054504631483305505), ('year peter', 0.05219411764683599), ('peter cordino', 0.034451695834394586), ('pete ffs', 0.034451695834394586), ('pete brilliant teee', 0.034451695834394586), ('peter dad', 0.034451695834394586)]"
1535,1534,24,1534_tear_tear tear_tear tear tear_tearful,"[('tear', 0.26293333225565224), ('tear tear', 0.1509264432042525), ('tear tear tear', 0.06169706254763408), ('tearful', 0.06169706254763408), ('practice week round', 0.034451695834394586), ('promise watch tear', 0.034451695834394586), ('round leg', 0.034451695834394586), ('tear end tear', 0.034451695834394586), ('pure tear', 0.034451695834394586), ('tear face', 0.034451695834394586)]"
1536,1535,24,1535_sublimation_sublimation printing_gift sublimation_sublimation printing method,"[('sublimation', 0.2565335896734814), ('sublimation printing', 0.24520918321408916), ('gift sublimation', 0.24520918321408916), ('sublimation printing method', 0.2336469185820337), ('printing method', 0.2336469185820337), ('gift sublimation printing', 0.2336469185820337), ('printing', 0.22012934216874275), ('method gift sublimation', 0.17159256572440393), ('method gift', 0.17159256572440393), ('printing method gift', 0.17159256572440393)]"
1537,1536,24,1536_look day_day look_look day look_day look day,"[('look day', 0.19584308383130675), ('day look', 0.16056460657615906), ('look day look', 0.14550125877449638), ('day look day', 0.11134745097991679), ('everyone day look', 0.05264816004064775), ('see day', 0.036839614254661764), ('ive hedge', 0.029398780445350048), ('look day daysmissing', 0.029398780445350048), ('look hasnt', 0.029398780445350048), ('look goalkeeper day', 0.029398780445350048)]"
1538,1537,24,1537_place log credential_time information call_record place log_log credential time,"[('place log credential', 0.1189487705837553), ('time information call', 0.1189487705837553), ('record place log', 0.1189487705837553), ('log credential time', 0.1189487705837553), ('log credential', 0.1189487705837553), ('information call today', 0.1189487705837553), ('credential time information', 0.1189487705837553), ('credential time', 0.1189487705837553), ('today care record', 0.1189487705837553), ('information call', 0.11727393047619301)]"
1539,1538,24,1538_week night_night week_weekend night_week night night,"[('week night', 0.06790721849966619), ('night week', 0.05325936260637053), ('weekend night', 0.04518538561909934), ('week night night', 0.04029195921478144), ('night weekend night', 0.04029195921478144), ('night weekend', 0.035594861376852575), ('world time', 0.026702504980803853), ('time catch weekend', 0.022499066667359728), ('night week month', 0.022499066667359728), ('night tonight night', 0.022499066667359728)]"
1540,1539,24,1539_health tool push_tool push_facebook health tool_facebook health,"[('health tool push', 0.046916060806144716), ('tool push', 0.046916060806144716), ('facebook health tool', 0.046916060806144716), ('facebook health', 0.046916060806144716), ('push health', 0.046916060806144716), ('health facebook', 0.046916060806144716), ('tool push health', 0.046916060806144716), ('facebook', 0.04313413306252121), ('health tool', 0.04255265623707919), ('push health facebook', 0.03919434174080396)]"
1541,1540,24,1540_generation_way technology generation_technology generation_way technology,"[('generation', 0.133263907410544), ('way technology generation', 0.12400675463735487), ('technology generation', 0.12050138561681971), ('way technology', 0.12050138561681971), ('technology generation way', 0.10976468596672909), ('generation way technology', 0.10976468596672909), ('generation way', 0.10064017706072129), ('generation hope', 0.04487059094373388), ('generation generation thing', 0.04487059094373388), ('generation thing', 0.04487059094373388)]"
1542,1541,24,1541_year plan_plan year_year plan look_plan look,"[('year plan', 0.08492250137931218), ('plan year', 0.07430718870689816), ('year plan look', 0.07199188640942895), ('plan look', 0.06362310044068586), ('part year plan', 0.0601430416367509), ('plan look part', 0.04757578180436524), ('look part year', 0.045107281227563176), ('part year', 0.040325235830097964), ('look part', 0.04031746702495281), ('year year time', 0.039177790397586704)]"
1543,1542,24,1542_scotland_scotland day_belfast day_everyone scotland,"[('scotland', 0.06628571578806085), ('scotland day', 0.04735537228967753), ('belfast day', 0.04057934330372329), ('everyone scotland', 0.03847385751762741), ('friend scotland', 0.029033911787121922), ('everyone scotland hope', 0.029033911787121922), ('scotland day everyone', 0.029033911787121922), ('belfast day scotland', 0.029033911787121922), ('scotland week', 0.025649238345084945), ('day scotland', 0.024561937716158114)]"
1544,1543,24,1543_bill_bill bill_send bill_bill bill bill,"[('bill', 0.13665101718254136), ('bill bill', 0.13625131663605344), ('send bill', 0.06074787696997817), ('bill bill bill', 0.06074787696997817), ('harvey', 0.04338611388083244), ('ernie beast', 0.03392166974463467), ('harvey weinstein bill', 0.03392166974463467), ('difference house feel', 0.03392166974463467), ('dont bill', 0.03392166974463467), ('dont bill convo', 0.03392166974463467)]"
1545,1544,24,1544_hashtag tweet_hashtag_use hashtag tweet_use hashtag,"[('hashtag tweet', 0.14208210313535172), ('hashtag', 0.11077758175606361), ('use hashtag tweet', 0.10713309170980007), ('use hashtag', 0.0802759968970698), ('forget use hashtag', 0.05685680246480058), ('hashtag tweet forget', 0.056262845402121814), ('tweet forget use', 0.056262845402121814), ('tweet forget', 0.05387779886125006), ('forget use', 0.048980424197211624), ('tweet', 0.03943642232028398)]"
1546,1545,24,1545_irony_sarcasm_irony irony_sarcasm sarcasm,"[('irony', 0.3158257752236206), ('sarcasm', 0.27104893521205564), ('irony irony', 0.11037581378612736), ('sarcasm sarcasm', 0.11037581378612736), ('sarcasm get', 0.07897224006097163), ('ironic', 0.07897224006097163), ('vote irony irony', 0.04409817066802507), ('platform platform sarcasm', 0.04409817066802507), ('tell sarcasm', 0.04409817066802507), ('love sarcasm sarcasm', 0.04409817066802507)]"
1547,1546,24,1546_zack_zack zack_tik_picture zack,"[('zack', 0.25727436532860687), ('zack zack', 0.04029195921478144), ('tik', 0.02819358233775135), ('picture zack', 0.022499066667359728), ('time tik', 0.022499066667359728), ('word jam', 0.022499066667359728), ('witness zack yall', 0.022499066667359728), ('shower zack dont', 0.022499066667359728), ('start everyone know', 0.022499066667359728), ('thing zack', 0.022499066667359728)]"
1548,1547,24,1547_liam_millie liam_liam liam_millie,"[('liam', 0.2760714818388292), ('millie liam', 0.05982745459164518), ('liam liam', 0.05982745459164518), ('millie', 0.04878430487410182), ('sean', 0.045905289758788465), ('derek', 0.0418631980166611), ('liam liam sean', 0.03340770505153415), ('liam sean', 0.03340770505153415), ('liam cheque hand', 0.03340770505153415), ('liam person', 0.03340770505153415)]"
1549,1548,24,1548_baby cute_cute_cuteness_cutest,"[('baby cute', 0.15086536048046859), ('cute', 0.14196950460066796), ('cuteness', 0.09773384271225931), ('cutest', 0.09097088394368093), ('cute cutest', 0.06368729037175132), ('cute tho', 0.06368729037175132), ('cute cuteness', 0.06368729037175132), ('dewclaw bless adorablexx', 0.03556304086131054), ('wonder convince', 0.03556304086131054), ('damnnn', 0.03556304086131054)]"
1550,1549,24,1549_gig_gig gig_time gig_gig town,"[('gig', 0.34215857109664766), ('gig gig', 0.12684714236114736), ('time gig', 0.0911024598926592), ('gig town', 0.07179294550997421), ('gig let', 0.07179294550997421), ('gig time gig', 0.07179294550997421), ('gig pls', 0.07179294550997421), ('support gig', 0.07179294550997421), ('gigi', 0.06689443259765294), ('gig time', 0.06689443259765294)]"
1551,1550,24,1550_county_county county_job county_county job,"[('county', 0.2105779976835722), ('county county', 0.16400621446932356), ('job county', 0.05338435378092566), ('county job', 0.04874829633393311), ('county county county', 0.04874829633393311), ('job county job', 0.04874829633393311), ('county job county', 0.04874829633393311), ('allley', 0.04874829633393311), ('singing county', 0.027221093004953748), ('health county county', 0.027221093004953748)]"
1552,1551,24,1551_stuart_alan_alistair_house stuart neville,"[('stuart', 0.2057531647201854), ('alan', 0.17855757534837005), ('alistair', 0.12892549464170375), ('house stuart neville', 0.11742107849588015), ('house stuart', 0.11742107849588015), ('stuart neville', 0.11742107849588015), ('neville', 0.1113286089871772), ('alan alan', 0.08401302134145917), ('neville house', 0.08401302134145917), ('neville house stuart', 0.08401302134145917)]"
1553,1552,24,1552_love film_film love_film_film love film,"[('love film', 0.18116622610053076), ('film love', 0.12383708160348922), ('film', 0.10891040870140745), ('film love film', 0.1073321973825093), ('brilliant film', 0.08049914803688198), ('movie love', 0.06074787696997817), ('love film love', 0.06074787696997817), ('love movie love', 0.06074787696997817), ('love movie', 0.06074787696997817), ('film brilliant', 0.06074787696997817)]"
1554,1553,24,1553_gold gold_gold_gold gold gold_goldfinch arent,"[('gold gold', 0.2767604869169835), ('gold', 0.24115682619513845), ('gold gold gold', 0.2273457168351506), ('goldfinch arent', 0.08226275006351211), ('goldmine', 0.07664987068481066), ('goldin', 0.07664987068481066), ('goldfinch', 0.07267284197774067), ('goldfinch arent gold', 0.04593559444585944), ('goldmine goldsopp chewing', 0.04593559444585944), ('silver hall', 0.04593559444585944)]"
1555,1554,24,1554_deadline_axe fax_fax deadline lack_deadline lack progress,"[('deadline', 0.12315852058720024), ('axe fax', 0.06817190876321436), ('fax deadline lack', 0.06817190876321436), ('deadline lack progress', 0.06817190876321436), ('axe fax deadline', 0.06817190876321436), ('deadline lack', 0.06817190876321436), ('fax deadline', 0.06817190876321436), ('trust axe', 0.06817190876321436), ('trust axe fax', 0.06817190876321436), ('axe', 0.06570947187123918)]"
1556,1555,24,1555_thank day thank_thank day_day thank day_day thank,"[('thank day thank', 0.29083905990522446), ('thank day', 0.2721214478750238), ('day thank day', 0.2473769651100095), ('day thank', 0.2185562358163161), ('thank thank day', 0.06927389479032599), ('day thank thank', 0.06927389479032599), ('day day thank', 0.05860392156837725), ('thankee', 0.0386826058491448), ('thankee thank', 0.0386826058491448), ('thank day dream', 0.0386826058491448)]"
1557,1556,24,1556_timeline_timeline timeline_timeline timeline timeline_timeline event,"[('timeline', 0.2759505012250075), ('timeline timeline', 0.19827616973157028), ('timeline timeline timeline', 0.12464266900736955), ('timeline event', 0.05491334019210316), ('rage', 0.034908413106651964), ('misinformation way', 0.03290908258807841), ('timeline admission', 0.03290908258807841), ('rage restriction', 0.03290908258807841), ('medium timeline misinformation', 0.03290908258807841), ('orientation crazy wall', 0.03290908258807841)]"
1558,1557,24,1557_unit unit_unit unit unit_unit_unit love,"[('unit unit', 0.2512435625913042), ('unit unit unit', 0.14843814531623625), ('unit', 0.12311733150734855), ('unit love', 0.07828071899725345), ('project unit', 0.0469129475191756), ('unit conclusion', 0.0469129475191756), ('unit lot unit', 0.0469129475191756), ('unit unit george', 0.0469129475191756), ('unit unit think', 0.0469129475191756), ('unit unit home', 0.0469129475191756)]"
1559,1558,24,1558_week nurse_nurse week nurse_week nurse week_nurse week,"[('week nurse', 0.23173993821494457), ('nurse week nurse', 0.2178050978661428), ('week nurse week', 0.1972535632171057), ('nurse week', 0.16247560673021547), ('purple', 0.05635816091917305), ('purple harmony purple', 0.04757363859094676), ('purple mattress', 0.04757363859094676), ('win purple harmony', 0.04757363859094676), ('win purple', 0.04757363859094676), ('harmony purple mattress', 0.04757363859094676)]"
1560,1559,24,1559_community specialist join_community specialist_specialist join_specialist join team,"[('community specialist join', 0.09180748739394859), ('community specialist', 0.08799270920699466), ('specialist join', 0.08799270920699466), ('specialist join team', 0.08262673865455374), ('team benefit', 0.08083081726206043), ('share community practice', 0.07719106048611563), ('article share community', 0.07719106048611563), ('practice member benefit', 0.07719106048611563), ('community practice member', 0.07719106048611563), ('join team benefit', 0.07719106048611563)]"
1561,1560,24,1560_mountain_mountain today_mountain goat_mountain water,"[('mountain', 0.17592012264004087), ('mountain today', 0.06271353056029963), ('mountain goat', 0.04487059094373388), ('mountain water', 0.04487059094373388), ('goat', 0.03986699451384685), ('mountain trail', 0.025055778788650607), ('nationality style', 0.025055778788650607), ('owner take mountain', 0.025055778788650607), ('nationality style mountain', 0.025055778788650607), ('muslim hiker', 0.025055778788650607)]"
1562,1561,24,1561_chris friend_morning chris friend_morning chris_weekend morning chris,"[('chris friend', 0.13539487309583764), ('morning chris friend', 0.13196592428490322), ('morning chris', 0.10711091750572185), ('weekend morning chris', 0.09251142363603171), ('chris', 0.08362873353465751), ('weekend morning', 0.06977129139907438), ('chris friend week', 0.06374854063735694), ('week morning chris', 0.06374854063735694), ('friend day week', 0.05896251352094511), ('chris friend day', 0.05422052439708306)]"
1563,1562,24,1562_jersey care_nursing home barnoldswick_home barnoldswick welsh_david home caresolve,"[('jersey care', 0.03347789087381258), ('nursing home barnoldswick', 0.03347789087381258), ('home barnoldswick welsh', 0.03347789087381258), ('david home caresolve', 0.03347789087381258), ('jersey care group', 0.03347789087381258), ('home barnoldswick', 0.03347789087381258), ('david home', 0.03347789087381258), ('caresolve', 0.03347789087381258), ('caresolve healthcare', 0.03347789087381258), ('home caresolve healthcare', 0.03347789087381258)]"
1564,1563,24,1563_sign webinar_speaker trust_healthcare support worker_healthcare support,"[('sign webinar', 0.038583478322000805), ('speaker trust', 0.0343747059255237), ('healthcare support worker', 0.0303008325116654), ('healthcare support', 0.029462832199090006), ('support worker', 0.02932938710662295), ('hcsws', 0.026615631893019763), ('time webinar', 0.0250898345396273), ('time webinar join', 0.024827732490616032), ('join speaker trust', 0.024827732490616032), ('webinar', 0.022619633855019264)]"
1565,1564,24,1564_yayyyyy_yayyyyyyy_dayyyyy_whyyyyy,"[('yayyyyy', 0.21226118035793723), ('yayyyyyyy', 0.15186969242494544), ('dayyyyy', 0.08480417436158667), ('whyyyyy', 0.08480417436158667), ('yayyyyy lad dayyyyy', 0.08480417436158667), ('yeehaw yayyyyyyy', 0.08480417436158667), ('yayyyyy waaaay whyyyyy', 0.08480417436158667), ('whyyyyy medwaaaaayyyyy whhhhhhyyyyyyyy', 0.08480417436158667), ('yayyyyy whhhhyyyyyyyy finallyyyyy', 0.08480417436158667), ('yayyyyyyy yayyyyy', 0.08480417436158667)]"
1566,1565,24,1565_rcn member_rcn nursing_rcn_rcn nursing profession,"[('rcn member', 0.04009158129313313), ('rcn nursing', 0.03569206579710222), ('rcn', 0.03469366909753617), ('rcn nursing profession', 0.03370334700416959), ('profession rcn member', 0.03370334700416959), ('time expertise rcn', 0.03370334700416959), ('expertise rcn nursing', 0.03370334700416959), ('expertise rcn', 0.03370334700416959), ('nomination rcn member', 0.03370334700416959), ('member time expertise', 0.03370334700416959)]"
1567,1566,24,1566_adventure_adventure adventure_adventure adventure adventure_adventure today,"[('adventure', 0.2320951772836608), ('adventure adventure', 0.12280968858079057), ('adventure adventure adventure', 0.058067823574243844), ('adventure today', 0.05129847669016989), ('era adventure', 0.0324251254911949), ('figure adventure sequel', 0.0324251254911949), ('complete adventure amazing', 0.0324251254911949), ('ease risk', 0.0324251254911949), ('ease risk soul', 0.0324251254911949), ('world text', 0.0324251254911949)]"
1568,1567,24,1567_kind thank_thank kind_thank kind thank_kind thank kind,"[('kind thank', 0.26653055897506067), ('thank kind', 0.24482826396737115), ('thank kind thank', 0.22442586104296577), ('kind thank kind', 0.22442586104296577), ('kind right', 0.10219982757974755), ('kind', 0.09430748416595863), ('wow kind', 0.07312244450089965), ('thank kind sir', 0.07312244450089965), ('thankyou kind', 0.06813321838649836), ('kind sir', 0.05466873815644119)]"
1569,1568,24,1568_bronchiolitis_bronchiolitis bronchiolitis_tweet bronchiolitis_date tweet,"[('bronchiolitis', 0.20394336112692343), ('bronchiolitis bronchiolitis', 0.04057934330372329), ('tweet bronchiolitis', 0.04057934330372329), ('date tweet', 0.029033911787121922), ('tweet wednesday bronchiolitis', 0.029033911787121922), ('wednesday bronchiolitis', 0.029033911787121922), ('wednesday bronchiolitis bronchiolitis', 0.029033911787121922), ('date tweet wednesday', 0.029033911787121922), ('bronchiolitis date', 0.029033911787121922), ('bronchiolitis date tweet', 0.029033911787121922)]"
1570,1569,24,1569_fool_fool fool_fool fool fool_fooling,"[('fool', 0.33489430385561586), ('fool fool', 0.16371681974698576), ('fool fool fool', 0.0935388252424808), ('fooling', 0.037371331074597516), ('fool pretend trick', 0.037371331074597516), ('fool wise', 0.037371331074597516), ('fool worse', 0.037371331074597516), ('fool soul', 0.037371331074597516), ('fool wise wise', 0.037371331074597516), ('fool screen wont', 0.037371331074597516)]"
1571,1570,24,1570_record system_digital record_digital record system_benefit digital,"[('record system', 0.13626027476039276), ('digital record', 0.12773895939125515), ('digital record system', 0.12773895939125515), ('benefit digital', 0.12773895939125515), ('benefit digital record', 0.12773895939125515), ('digital', 0.11622616487242236), ('record benefit digital', 0.08236443154771389), ('access record benefit', 0.08236443154771389), ('record benefit', 0.08236443154771389), ('record system access', 0.08236443154771389)]"
1572,1571,24,1571_squirrel_bat_squirrel squirrel_bat squirrel,"[('squirrel', 0.22196527175055877), ('bat', 0.09996917845773627), ('squirrel squirrel', 0.0689848836163296), ('bat squirrel', 0.04935765003810726), ('insect spider', 0.027561356667515666), ('squirrel supply grey', 0.027561356667515666), ('yup billionaire bat', 0.027561356667515666), ('grey squirrel squirrel', 0.027561356667515666), ('squirrel supply', 0.027561356667515666), ('grey squirrel', 0.027561356667515666)]"
1573,1572,24,1572_abuad_babalola university abuad_university abuad_babalola university,"[('abuad', 0.11876217832487565), ('babalola university abuad', 0.11876217832487565), ('university abuad', 0.11876217832487565), ('babalola university', 0.11417502980062583), ('vacancy babalola university', 0.11411836365649622), ('vacancy babalola', 0.11411836365649622), ('babalola', 0.11278784234712677), ('abuad multisystem', 0.08943238979077978), ('abuad multisystem hospital', 0.08943238979077978), ('nursing vacancy babalola', 0.08943238979077978)]"
1574,1573,24,1573_answer answer_answer answer answer_answer_answering,"[('answer answer', 0.8877502426419125), ('answer answer answer', 0.8355767546428753), ('answer', 0.33211578364356503), ('answering', 0.07874673333575904), ('answer nope answer', 0.07874673333575904), ('answer nope', 0.07874673333575904), ('answer answer nope', 0.07874673333575904), ('answer answer doe', 0.07874673333575904), ('answering answer answer', 0.07874673333575904), ('answer doe answer', 0.07874673333575904)]"
1575,1574,24,1574_zoo_zoo farm view_farm view photo_visit attraction ark,"[('zoo', 0.14797684783370585), ('zoo farm view', 0.05799346405203999), ('farm view photo', 0.05799346405203999), ('visit attraction ark', 0.05799346405203999), ('visit attraction', 0.05799346405203999), ('zoo farm', 0.05799346405203999), ('trip visit attraction', 0.05799346405203999), ('ark zoo', 0.05799346405203999), ('ark zoo farm', 0.05799346405203999), ('farm view', 0.05799346405203999)]"
1576,1575,24,1575_nursing science_science mcpherson_science mcpherson university_mcpherson university,"[('nursing science', 0.0717462564816242), ('science mcpherson', 0.05284549350163307), ('science mcpherson university', 0.05284549350163307), ('mcpherson university', 0.05284549350163307), ('mcpherson', 0.05284549350163307), ('nursing science mcpherson', 0.05284549350163307), ('lecturer nursing', 0.05013019299701132), ('lecturer nursing science', 0.04718112329657491), ('state college nursing', 0.041741568474577176), ('state college', 0.04012931466676769)]"
1577,1576,24,1576_chaos paper_access record computer_paper access record_record computer,"[('chaos paper', 0.13564544384756372), ('access record computer', 0.13564544384756372), ('paper access record', 0.13564544384756372), ('record computer', 0.13564544384756372), ('record computer technology', 0.13564544384756372), ('technology business speak', 0.13564544384756372), ('technology business', 0.13564544384756372), ('chaos paper access', 0.13564544384756372), ('computer technology business', 0.13564544384756372), ('business speak', 0.13564544384756372)]"
1578,1577,24,1577_breast_breast milk_milk_pump,"[('breast', 0.06861127239504176), ('breast milk', 0.06691224051347894), ('milk', 0.04663923447071603), ('pump', 0.042691397011752306), ('milk warmer', 0.04092920493674644), ('warmer', 0.03130617635593288), ('breast milk warmer', 0.029561834024843664), ('pump breast', 0.029561834024843664), ('pump breast milk', 0.029561834024843664), ('breast pump', 0.028308673977944947)]"
1579,1578,24,1578_prostate_prostate cancer_prostate cancer year_cancer,"[('prostate', 0.13977698290894217), ('prostate cancer', 0.11896688598827897), ('prostate cancer year', 0.03596181871063456), ('cancer', 0.03578114254070932), ('cancer year', 0.030434142891214683), ('cancer article', 0.028484237825769407), ('prostate cancer article', 0.028447374687146223), ('check diagnosis', 0.028447374687146223), ('prostate cancer cancer', 0.028447374687146223), ('care prostate', 0.028447374687146223)]"
1580,1579,24,1579_grandma_grandmother_grandma grandma_grandma gardening,"[('grandma', 0.24632070327024397), ('grandmother', 0.09008609700531206), ('grandma grandma', 0.0689848836163296), ('grandma gardening', 0.04935765003810726), ('grandma gardening grandma', 0.04935765003810726), ('grandma midland', 0.04935765003810726), ('love grandma', 0.04935765003810726), ('gardening grandma', 0.04935765003810726), ('grandma granddaughter', 0.04935765003810726), ('granny', 0.03787186405100048)]"
1581,1580,24,1580_notch response customer_customer service family_service family company_notch response,"[('notch response customer', 0.10851635507805095), ('customer service family', 0.10851635507805095), ('service family company', 0.10851635507805095), ('notch response', 0.10851635507805095), ('response customer service', 0.10719791858167707), ('family company', 0.10719791858167707), ('response customer', 0.10593724591870746), ('care notch', 0.1049025755171674), ('care notch response', 0.1049025755171674), ('notch', 0.0991538260256488)]"
1582,1581,24,1581_child health_series basis_article series basis_system condition manage,"[('child health', 0.03577632934685409), ('series basis', 0.030323025765419606), ('article series basis', 0.030323025765419606), ('system condition manage', 0.030323025765419606), ('series basis child', 0.030323025765419606), ('focus system condition', 0.030323025765419606), ('condition article series', 0.030323025765419606), ('condition manage', 0.030323025765419606), ('focus system', 0.02874969572745785), ('health focus system', 0.02874969572745785)]"
1583,1582,24,1582_favourite favourite_favourite_favourite favourite favourite_adore,"[('favourite favourite', 0.480459184028331), ('favourite', 0.37591723274489014), ('favourite favourite favourite', 0.27836862744979196), ('adore', 0.18800649348360723), ('adore favourite', 0.13162040010161938), ('adore favourite favourite', 0.13162040010161938), ('favourite adore', 0.13162040010161938), ('favourite favourite adore', 0.13162040010161938), ('favourite time favourite', 0.07349695111337512), ('video favourite', 0.07349695111337512)]"
1584,1583,24,1583_transgender_lgbtq_transgender youth_care transgender,"[('transgender', 0.08244049467944116), ('lgbtq', 0.0422509398292469), ('transgender youth', 0.03033301230375263), ('care transgender', 0.02399474212741899), ('transgender woman', 0.02274975922781447), ('bryona transgender', 0.017167878274124266), ('prevent transgender', 0.017167878274124266), ('health care transgender', 0.017167878274124266), ('year outofpocket', 0.017167878274124266), ('year outofpocket prescription', 0.017167878274124266)]"
1585,1584,24,1584_babysit_babysitter_book bag_wishlist,"[('babysit', 0.02935526962397004), ('babysitter', 0.0278321522467943), ('book bag', 0.0278321522467943), ('wishlist', 0.025844989789166984), ('family baby', 0.024588915880551055), ('baby', 0.022207742552604815), ('baby brother sister', 0.021003255335364793), ('surrogate', 0.021003255335364793), ('baby brother', 0.01855476816452953), ('baby book', 0.017126404902610214)]"
1586,1585,24,1585_sent_sent sent_sent sent sent_link sent,"[('sent', 0.4947318933472191), ('sent sent', 0.3877633928099399), ('sent sent sent', 0.20877647058734397), ('link sent', 0.09871530007621453), ('sent link sent', 0.05512271333503133), ('request sent', 0.05512271333503133), ('sent sent michelle', 0.05512271333503133), ('sent sent request', 0.05512271333503133), ('sent tomorrow', 0.05512271333503133), ('sent tomorrow sent', 0.05512271333503133)]"
1587,1586,24,1586_price cap_cap_energy bill_energy price,"[('price cap', 0.084786914828529), ('cap', 0.05690766503863283), ('energy bill', 0.05287420473660978), ('energy price', 0.047103841571405), ('energy price cap', 0.043665667050947765), ('energy', 0.04167614936491859), ('price', 0.03675284912688968), ('bill', 0.029027176852500614), ('energy company', 0.026097676129283473), ('bill price', 0.025807921588552822)]"
1588,1587,24,1587_judgement_judgment_judgemental_judgemental myopic judgemental,"[('judgement', 0.11098793081467236), ('judgment', 0.07385167478013471), ('judgemental', 0.05488234298336454), ('judgemental myopic judgemental', 0.025055778788650607), ('judgment reserve', 0.025055778788650607), ('judgement water', 0.025055778788650607), ('judgement thing bite', 0.025055778788650607), ('judgment goodness strength', 0.025055778788650607), ('judgement need', 0.025055778788650607), ('judgment hope guy', 0.025055778788650607)]"
1589,1588,24,1588_time house_house time_house_time house time,"[('time house', 0.07211778904264347), ('house time', 0.04539771817590529), ('house', 0.03131186545025354), ('time house time', 0.031091433094870717), ('today house', 0.022205491356331562), ('house year teenager', 0.0173614845149705), ('somebody house change', 0.0173614845149705), ('somebody house', 0.0173614845149705), ('house news till', 0.0173614845149705), ('house time house', 0.0173614845149705)]"
1590,1589,24,1589_lawyer_lawyer lawyer_lawyer law_attorney,"[('lawyer', 0.2180433130558883), ('lawyer lawyer', 0.06649145408802853), ('lawyer law', 0.04757363859094676), ('attorney', 0.03102043884033658), ('lawyer fund', 0.026565163053027148), ('lawyer lol lawyer', 0.026565163053027148), ('lawyer class', 0.026565163053027148), ('lawyer bother lawyer', 0.026565163053027148), ('lawyer law tax', 0.026565163053027148), ('law child distraction', 0.026565163053027148)]"
1591,1590,24,1590_delay_place delay_delay place delay_delay place,"[('delay', 0.1701853702879849), ('place delay', 0.1057096053606805), ('delay place delay', 0.1057096053606805), ('delay place', 0.09122642734715145), ('place delay place', 0.06985810999121984), ('world delay', 0.04998243041833647), ('delay delay', 0.04415565082191838), ('lag norethisterone', 0.027910234600015866), ('hall floor turkey', 0.027910234600015866), ('ocht', 0.027910234600015866)]"
1592,1591,24,1591_hope stay_thank news_stay thank_hope stay thank,"[('hope stay', 0.16673101279049504), ('thank news', 0.13059263465862234), ('stay thank', 0.12425668552456835), ('hope stay thank', 0.1202860832735018), ('stay hope', 0.11683143759140328), ('thank stay hope', 0.09515156360873048), ('stay hope stay', 0.09515156360873048), ('thank stay', 0.09021456245512635), ('news thank', 0.07835558079517341), ('stay', 0.06895730570729493)]"
1593,1592,24,1592_day family_family today_today day family_yesterday picture smile,"[('day family', 0.06053141462000628), ('family today', 0.03830162539837287), ('today day family', 0.028407280597471805), ('yesterday picture smile', 0.015862651319433478), ('home everyone family', 0.015862651319433478), ('memory place season', 0.015862651319433478), ('girl twospirit today', 0.015862651319433478), ('twospirit today spirit', 0.015862651319433478), ('government family holiday', 0.015862651319433478), ('grateful pal', 0.015862651319433478)]"
1594,1593,24,1593_wifi_wifi wifi_password wifi_work wifi,"[('wifi', 0.22189248330907277), ('wifi wifi', 0.04798948425483798), ('password wifi', 0.03433575654824853), ('work wifi', 0.03433575654824853), ('wifi week', 0.03433575654824853), ('wifi connection', 0.03433575654824853), ('password', 0.023569472627135272), ('station home', 0.01917311768175003), ('security force twostep', 0.01917311768175003), ('town bowl wifi', 0.01917311768175003)]"
1595,1594,24,1594_home sweet_sweet home_home sweet home_home home,"[('home sweet', 0.14615081796545396), ('sweet home', 0.12577203600354375), ('home sweet home', 0.12577203600354375), ('home home', 0.08892360172371175), ('sweet', 0.07436843028644054), ('thank home', 0.06919012172924588), ('home thank', 0.06475713443202263), ('sweet home home', 0.06169706254763408), ('home home sweet', 0.06169706254763408), ('home thank home', 0.06169706254763408)]"
1596,1595,24,1595_village_village village_retirement village_home village village,"[('village', 0.2295038050300999), ('village village', 0.11779624835453854), ('retirement village', 0.06381030027313815), ('home village village', 0.048153804915226604), ('village list', 0.048153804915226604), ('model village', 0.048153804915226604), ('village tribe', 0.048153804915226604), ('home village', 0.044868216986230634), ('village community', 0.044868216986230634), ('tribe', 0.0433102969269383)]"
1597,1596,24,1596_shop_shop online_shop shopping_shopping,"[('shop', 0.07945120263534201), ('shop online', 0.06131989654784853), ('shop shopping', 0.04387346670053979), ('shopping', 0.04311509942991841), ('shop drawn whizz', 0.024498983704458372), ('shop joke shop', 0.024498983704458372), ('shop joke', 0.024498983704458372), ('shop enjoy add', 0.024498983704458372), ('shop enjoy', 0.024498983704458372), ('pool worsei', 0.024498983704458372)]"
1598,1597,24,1597_bone_bone bone_skeleton_muscle look,"[('bone', 0.1823593692847584), ('bone bone', 0.08019072218233453), ('skeleton', 0.034824702575632624), ('muscle look', 0.025343776245991417), ('group europe', 0.025343776245991417), ('goodie bone lab', 0.025343776245991417), ('idiot report practice', 0.025343776245991417), ('oblique', 0.025343776245991417), ('muscle look bone', 0.025343776245991417), ('jar kane', 0.025343776245991417)]"
