,id,created_at,edit_history_tweet_ids,text,withheld
84,1.5634713741860864e+18,2022-08-27 10:19:58+00:00,['1563471374186086401'],RT @layiwasabi: Thank God for Jesus❤️😂 pt. 1 https://t.co/KIi1WOgayH,
85,1.5634701756343255e+18,2022-08-27 10:15:12+00:00,['1563470175634325505'],🤣🤣🤣🤣🐐🐐 https://t.co/PKeMgQHMhg,
86,1.5634682873037537e+18,2022-08-27 10:07:42+00:00,['1563468287303753729'],Over 80M...nice https://t.co/lxYSP9pJ28,
87,1.5632979158454968e+18,2022-08-26 22:50:42+00:00,['1563297915845496832'],Lmao https://t.co/07naDebNm0,
88,1.5632552863028552e+18,2022-08-26 20:01:18+00:00,['1563255286302855168'],RT @damilola_MD: Can now confirm that ALL the @SIGAFofficial communities across 10 plus different surgical subspecialties are actively work…,
89,1.563254522717573e+18,2022-08-26 19:58:16+00:00,['1563254522717573120'],@damilola_MD @SIGAFofficial Beautiful,
90,1.5632507077251113e+18,2022-08-26 19:43:07+00:00,['1563250707725111297'],RT @DailyLoud: Jamie Foxx can sound just like Donald Trump 💯😂 https://t.co/uyrQ4l6zMY,
91,1.5631561106681078e+18,2022-08-26 13:27:13+00:00,['1563156110668107779'],RT @yeahmark0: I found my new favourite video 😍 https://t.co/uBVYZAdLwN,
92,1.5631521072091054e+18,2022-08-26 13:11:18+00:00,['1563152107209105411'],RT @ojayfemi: Dear @docneto https://t.co/ST1YeDUh9v,
93,1.563127795718402e+18,2022-08-26 11:34:42+00:00,['1563127795718402052'],Nice draw https://t.co/jW8fI2Xk0v,
94,1.563126439075271e+18,2022-08-26 11:29:19+00:00,['1563126439075270658'],"RT @ojayfemi: Some compiled puns.. 

-A Bee that cant make up his mind?...Maybe.
-What the cell said to his sister when she stepped on his…",
95,1.5631229193030492e+18,2022-08-26 11:15:20+00:00,['1563122919303049216'],"Eli Eli, sapa jor ma pa mi.",
96,1.5629538828082545e+18,2022-08-26 00:03:38+00:00,['1562953882808254464'],RT @AllAbIntroverts: https://t.co/fkS33hdoJ6,
97,1.5629538743731528e+18,2022-08-26 00:03:36+00:00,['1562953874373152771'],Lmaoo..😅 https://t.co/arcUFghJfq,
98,1.5629536277064868e+18,2022-08-26 00:02:37+00:00,['1562953627706486785'],@_chinelo_ Insane movie,
99,1.5629528363503616e+18,2022-08-25 23:59:29+00:00,['1562952836350361607'],💀 https://t.co/6ALfIZV5QR,
100,1.5629473338135798e+18,2022-08-25 23:37:37+00:00,['1562947333813579777'],Facts! https://t.co/PFYKTGrbIR,
101,1.5629455310262395e+18,2022-08-25 23:30:27+00:00,['1562945531026239490'],RT @kusssman: at least they can eat when they want without their partners permission.,
102,1.5629445301059215e+18,2022-08-25 23:26:28+00:00,['1562944530105921537'],RT @Yemihazan: People like this are read flag to everyone... Both men and women,
103,1.5627902010593485e+18,2022-08-25 13:13:13+00:00,['1562790201059348482'],RT @ojayfemi: As a member of the University of Ilorin Medical Students Quiz Team ( Febrile Academia)...all i could think of was becoming a…,
104,1.5627861387333018e+18,2022-08-25 12:57:05+00:00,['1562786138733301760'],"RT @ui_law_: Olubusade Olamilekan Peter is a 500-level student of Law at the University of Ibadan and a Former president of the Faculty.

K…",
105,1.5627775028203643e+18,2022-08-25 12:22:46+00:00,['1562777502820364288'],"RT @venusakingba: The problem with Man United is playing Harry Maguire in a wrong position, that's the reason for his inconsistent performa…",
106,1.5627578910354022e+18,2022-08-25 11:04:50+00:00,['1562757891035402241'],RT @the_beardedsina: I made a list of street names of hard drugs after a female patient who didn't know what Roofies were at a party took i…,
107,1.562757344034898e+18,2022-08-25 11:02:40+00:00,['1562757344034897920'],"RT @ui_law_: Olubusade Olamilekan Peter is a 500-level student of Law at the University of Ibadan and a Former president of the Faculty.

K…",
108,1.562757304642343e+18,2022-08-25 11:02:30+00:00,['1562757304642342922'],RT @JayiBembe: Please Retweet 🙏,
109,1.562749616080048e+18,2022-08-25 10:31:57+00:00,['1562749616080048128'],"RT @tayoainafilms: I changed the game in the “African” YouTube space. cause I don’t talk about it doesn’t mean I don’t know my impact. 

I’…",
110,1.5627471195300454e+18,2022-08-25 10:22:02+00:00,['1562747119530045440'],"RT @Fosudo: Just posted a collab with @mrwhosetheboss he’s such a smart and down to earth person in real life! 

- without #FodaAdu 🙃, Go w…",
111,1.5626326917778678e+18,2022-08-25 02:47:20+00:00,['1562632691777867776'],RT @mennnnsa: walahi it’s the skin color,
112,1.5626134601058427e+18,2022-08-25 01:30:55+00:00,['1562613460105842689'],Deflection - man https://t.co/UqQS7VhgRi,
113,1.562472725662208e+18,2022-08-24 16:11:41+00:00,['1562472725662208000'],Lmaooo https://t.co/BHAyZ34x5r,
114,1.5624715922941993e+18,2022-08-24 16:07:11+00:00,['1562471592294199296'],Clown https://t.co/r2apv6K0cO,
115,1.5624392340776346e+18,2022-08-24 13:58:36+00:00,['1562439234077634560'],"RT @Sonjoe_Kutuh: I remember how this guy was energetic during the ENDSARS protest, he was passionate, he wants a better Nigeria, but now c…",
116,1.562390230149243e+18,2022-08-24 10:43:53+00:00,['1562390230149242881'],Lmaoo.. children starved of love. https://t.co/9mUwJu92dk,
117,1.5623888615897907e+18,2022-08-24 10:38:27+00:00,['1562388861589790721'],Jesus Christ. https://t.co/wUDUthUDfr,
