Unnamed: 0,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
2390,1.4178988869753285e+18,2021-07-21 17:26:52+00:00,['1417898886975328262'],@anniemacmanus When are you playing Vukovi? My mates and I are somewhat patiently waiting in the discord for it 😂, when are you playing vukovi my mates and i are somewhat patiently waiting in the discord for it ,True,False
2391,1.417875861408211e+18,2021-07-21 15:55:22+00:00,['1417875861408210948'],@DragoelXart I guess we should run/hide, i guess we should runhide,True,False
2392,1.4178021918851932e+18,2021-07-21 11:02:38+00:00,['1417802191885193221'],"@JerkyWorms Ah shit... all hope is lost then. Jemal will forever haunt the streams, not that it’s a bad thing", ah shit all hope is lost then jemal will forever haunt the streams not that it’s a bad thing,True,False
2393,1.4178004841240412e+18,2021-07-21 10:55:51+00:00,['1417800484124041220'],"@JerkyWorms Say “Jemal is my father” 3 times in a mirror, should be fine", say “jemal is my father” 3 times in a mirror should be fine,True,False
2394,1.4177895749196431e+18,2021-07-21 10:12:30+00:00,['1417789574919643138'],"Pre pandemic vs now

Glow down if you ask me 😂 https://t.co/CcITgybFnD https://t.co/oo6GA9Rd6I","pre pandemic vs now

glow down if you ask me   ",True,False
2395,1.4176137920165765e+18,2021-07-20 22:34:00+00:00,['1417613792016576520'],Update: moth has been escorted out of my room and is now on it’s way home to tell it’s family how messy my room is. How rude.,update moth has been escorted out of my room and is now on it’s way home to tell it’s family how messy my room is how rude,True,False
2396,1.4176095453131323e+18,2021-07-20 22:17:08+00:00,['1417609545313132545'],"There’s a massive moth chilling in my room, how do I remove it? Like, we can be friends and all but also it ain’t paying rent.",there’s a massive moth chilling in my room how do i remove it like we can be friends and all but also it ain’t paying rent,True,False
2397,1.4175115385591603e+18,2021-07-20 15:47:41+00:00,['1417511538559160323'],@not_your_h0ney @NoContextBrits Oh my god ahahha,  oh my god ahahha,True,False
2398,1.4174985347613532e+18,2021-07-20 14:56:01+00:00,['1417498534761353220'],"@DarrenLevyO Half way through so far, loving it!", half way through so far loving it,True,False
2399,1.4174776652762767e+18,2021-07-20 13:33:05+00:00,['1417477665276276739'],This statement still stands.,this statement still stands,True,False
2400,1.417476944795476e+18,2021-07-20 13:30:13+00:00,['1417476944795475972'],@LuketoMECO @PresstoMECO Best community out there,  best community out there,True,False
2401,1.4174759596415795e+18,2021-07-20 13:26:18+00:00,['1417475959641579527'],@bathtimejo @citiz3nsofearth @JerkyWorms Everyone loves happy spanks,   everyone loves happy spanks,True,False
2402,1.417475879391871e+18,2021-07-20 13:25:59+00:00,['1417475879391870986'],"@citiz3nsofearth @bathtimejo @JerkyWorms You’re getting yours next month when we meet up, it’ll be worth the wait 😂",   you’re getting yours next month when we meet up it’ll be worth the wait ,True,False
2403,1.4174495334752625e+18,2021-07-20 11:41:18+00:00,['1417449533475262465'],"@bathtimejo @JerkyWorms Sweet, I’m down",  sweet i’m down,True,False
2404,1.4174488898509988e+18,2021-07-20 11:38:44+00:00,['1417448889850998787'],"@bathtimejo @JerkyWorms Oh... uh. Well, wanna do it anyway? Celebratory spanks?",  oh uh well wanna do it anyway celebratory spanks,True,False
2405,1.4174481991791493e+18,2021-07-20 11:36:00+00:00,['1417448199179149332'],@bathtimejo @JerkyWorms Only if you let Mr Worms and I win at least one race tonight. Otherwise you’re getting the spanking of a lifetime,  only if you let mr worms and i win at least one race tonight otherwise you’re getting the spanking of a lifetime,True,False
2406,1.417444777117819e+18,2021-07-20 11:22:24+00:00,['1417444777117818905'],@JerkyWorms I wanna beat JJ, i wanna beat jj,True,False
2407,1.4174411111157146e+18,2021-07-20 11:07:50+00:00,['1417441111115714561'],"@Shania_Rhi No way, that’s just so true bestie", no way that’s just so true bestie,True,False
2408,1.417284591749063e+18,2021-07-20 00:45:53+00:00,['1417284591749062667'],ID RATHER BURN IN THE FIERY PITS OF HELL THAN THIS,id rather burn in the fiery pits of hell than this,True,False
2409,1.417284475264938e+18,2021-07-20 00:45:25+00:00,['1417284475264937987'],"Incase anyone was wondering, I can’t sleep again (shocker, who would’ve known)! Why? Oh, uhhhh, my room is 30 degrees... with the fan on full... and the window open.... WHY",incase anyone was wondering i can’t sleep again shocker who would’ve known why oh uhhhh my room is 30 degrees with the fan on full and the window open why,True,False
2410,1.4171744027273585e+18,2021-07-19 17:28:02+00:00,['1417174402727358474'],"@Tesco @paulwhitnall2 Ignore the pathetic children Louise. I know this is your job, but these people aren’t worth it. I mean, they’re annoyed after being encouraged to wear a mask. Who knows what else they’ll freak out over? A liability in your stores if you ask me.",  ignore the pathetic children louise i know this is your job but these people aren’t worth it i mean they’re annoyed after being encouraged to wear a mask who knows what else they’ll freak out over a liability in your stores if you ask me,True,False
2411,1.4171738091284767e+18,2021-07-19 17:25:40+00:00,['1417173809128476677'],@JerkyWorms Yes please. I need a cheer up ASAP., yes please i need a cheer up asap,True,False
2412,1.4171463637380383e+18,2021-07-19 15:36:37+00:00,['1417146363738038278'],"Have I been waiting for this to happen? Yup. Sure is the first, won’t be the last. 

Pray for us ahahah https://t.co/OrxjJoPzgS","have i been waiting for this to happen yup sure is the first won’t be the last 

pray for us ahahah ",True,False
2413,1.417134565848662e+18,2021-07-19 14:49:44+00:00,['1417134565848662025'],@thorny182 It’s disgusting. Can’t say I expected any different though…, it’s disgusting can’t say i expected any different though…,True,False
2414,1.417128486477652e+18,2021-07-19 14:25:34+00:00,['1417128486477651971'],@thorny182 Really dodgy. Why can’t we try and protect people instead of encouraging them to wear an armband. I have so many issues with this., really dodgy why can’t we try and protect people instead of encouraging them to wear an armband i have so many issues with this,True,False
2415,1.417119407109718e+18,2021-07-19 13:49:30+00:00,['1417119407109718018'],"Uhhhhhhhh, sorry? https://t.co/Ainpr0ZMau",uhhhhhhhh sorry ,True,False
2416,1.4171028776261427e+18,2021-07-19 12:43:49+00:00,['1417102877626142720'],@sixthemusical @NewTheatreHull Sending so much love to the team right now! Hopefully all will be well in time for the Plymouth shows 💜,  sending so much love to the team right now hopefully all will be well in time for the plymouth shows ,True,False
2417,1.4168284977760297e+18,2021-07-18 18:33:31+00:00,['1416828497776029700'],@citiz3nsofearth YES, yes,True,False
2418,1.4168223195243356e+18,2021-07-18 18:08:58+00:00,['1416822319524335621'],@JerkyWorms Tomorrow afternoon (3/4pmish) guitar stream. You haven’t done one in so longgggg, tomorrow afternoon 34pmish guitar stream you haven’t done one in so longgggg,True,False
2419,1.4167719151637832e+18,2021-07-18 14:48:41+00:00,['1416771915163783170'],"@allegedly_adam 29° right now, currently laid in bed with the fan on full blast. This heat should be illegal.", 29° right now currently laid in bed with the fan on full blast this heat should be illegal,True,False
2420,1.416771276769792e+18,2021-07-18 14:46:09+00:00,['1416771276769792005'],@citiz3nsofearth Oh my god he looks just like my childhood hamster. Actually gonna sob, oh my god he looks just like my childhood hamster actually gonna sob,True,False
2421,1.4164079003402977e+18,2021-07-17 14:42:13+00:00,['1416407900340297735'],@JamieCavill3 @DarrenLevyO I don’t think I want to try and even count how many I saw 😂,  i don’t think i want to try and even count how many i saw ,True,False
2422,1.4164023292517663e+18,2021-07-17 14:20:05+00:00,['1416402329251766272'],"UPDATE: ALL WORTH IT. FUCK YA DICKS, I FOUND THE MAIN LAD",update all worth it fuck ya dicks i found the main lad,True,False
2423,1.4164022443045724e+18,2021-07-17 14:19:45+00:00,['1416402244304572418'],"@jemalkiinlove Jemal sometimes I gotta wade through the sea of explicit content, it was worth it, trust me ahah", jemal sometimes i gotta wade through the sea of explicit content it was worth it trust me ahah,True,False
2424,1.4163963623762575e+18,2021-07-17 13:56:22+00:00,['1416396362376257539'],I’ve seen a bunch dicks and extras please stop the pain 😂,i’ve seen a bunch dicks and extras please stop the pain ,True,False
2425,1.4163928191539814e+18,2021-07-17 13:42:18+00:00,['1416392819153981459'],@DarrenLevyO where tf are you? I’m so tired &amp; Omegle can’t find anyone with the same interest 😂 https://t.co/Pdf6dtTLmH, where tf are you i’m so tired amp omegle can’t find anyone with the same interest  ,True,False
2426,1.4163576019405824e+18,2021-07-17 11:22:21+00:00,['1416357601940582400'],"@DarrenLevyO Not enough aspiring photographers out there, clearly", not enough aspiring photographers out there clearly,True,False
2427,1.4160698634544333e+18,2021-07-16 16:18:59+00:00,['1416069863454433286'],@finneas Can confirm. Got my 2nd dose on Tuesday and feeling pretty damn fabulous!, can confirm got my 2nd dose on tuesday and feeling pretty damn fabulous,True,False
2428,1.4158087350213468e+18,2021-07-15 23:01:21+00:00,['1415808735021346816'],"I can’t sleep, it’s too hot 🙃",i can’t sleep it’s too hot ,True,False
2429,1.4157682197056184e+18,2021-07-15 20:20:21+00:00,['1415768219705618432'],@DarrenLevyO Loved the vid! Really enjoying the little intro sketches btw!, loved the vid really enjoying the little intro sketches btw,True,False
2430,1.4157276152441324e+18,2021-07-15 17:39:01+00:00,['1415727615244132358'],"@JerkyWorms Shit game, I’m unsubbing", shit game i’m unsubbing,True,False
2431,1.415696745548374e+18,2021-07-15 15:36:21+00:00,['1415696745548374017'],@JerkyWorms Oooooooo what game???, oooooooo what game,True,False
2432,1.4156391070454047e+18,2021-07-15 11:47:19+00:00,['1415639107045404675'],"Never used them, utter rubbish https://t.co/sDatHyqoYB",never used them utter rubbish ,True,False
2433,1.4156076078684652e+18,2021-07-15 09:42:09+00:00,['1415607607868465152'],"@DarrenLevyO Haha, nice to see you making light of the situation 😂", haha nice to see you making light of the situation ,True,False
2434,1.4154465435037082e+18,2021-07-14 23:02:08+00:00,['1415446543503708160'],FUCK YES https://t.co/qHvcruMqS0,fuck yes ,True,False
2435,1.4153843590923346e+18,2021-07-14 18:55:02+00:00,['1415384359092334594'],@McDonaldsUK any idea why or if this branch will come back online soon? We’ve been waiting 2 hours for it to allow orders so far. https://t.co/kWDuTwt3Ya, any idea why or if this branch will come back online soon we’ve been waiting 2 hours for it to allow orders so far ,True,False
2436,1.4153168777908756e+18,2021-07-14 14:26:53+00:00,['1415316877790875654'],"@JerkyWorms @HamishVUKOVI Ooooo yay! I’ll try and watch, pretty tired after getting 2nd jab so apologies if I miss it!",  ooooo yay i’ll try and watch pretty tired after getting 2nd jab so apologies if i miss it,True,False
2437,1.4152890158556856e+18,2021-07-14 12:36:10+00:00,['1415289015855685637'],"@playlist_mp4 I don’t even know how I feel, all I know is excitement", i don’t even know how i feel all i know is excitement,True,False
2438,1.4152842002619638e+18,2021-07-14 12:17:02+00:00,['1415284200261963781'],OH MY GOD https://t.co/YDWjRzNrFI,oh my god ,True,False
2439,1.415223899470635e+18,2021-07-14 08:17:25+00:00,['1415223899470635009'],"@webby2784 @JuliaHB1 @Waterstones It’s carried in the droplets, not alone by itself. I agree, nobody should be forced. However, my problem is people throwing a tantrum (such as Julia here) when she can still decide not to wear a mask and still shop in store. That’s what I think is petty.",   it’s carried in the droplets not alone by itself i agree nobody should be forced however my problem is people throwing a tantrum such as julia here when she can still decide not to wear a mask and still shop in store that’s what i think is petty,True,False
2440,1.4152228305900544e+18,2021-07-14 08:13:11+00:00,['1415222830590054401'],"The vaccine has really wiped me out, I’m absolutely exhausted yet I’ve been up for less than an hour.",the vaccine has really wiped me out i’m absolutely exhausted yet i’ve been up for less than an hour,True,False
2441,1.4152224275845038e+18,2021-07-14 08:11:34+00:00,['1415222427584503810'],"@webby2784 @JuliaHB1 @Waterstones Doesn’t do nothing (screenshots from Mayo Clinic). Nobody should be forced, you’re correct. Sorry, are you implying I’m not sane or intelligent? That’s rather rude of you. https://t.co/bDdmxRUDgN",   doesn’t do nothing screenshots from mayo clinic nobody should be forced you’re correct sorry are you implying i’m not sane or intelligent that’s rather rude of you ,True,False
2442,1.4152220123106632e+18,2021-07-14 08:09:55+00:00,['1415222012310663172'],"@YorksBrie2 @JuliaHB1 @Waterstones I’ve seen barely any masks littered about where I live, maybe it’s different elsewhere. It’s not definite hazard waste as not all of them will have covid droplets on. Just don’t touch them.",   i’ve seen barely any masks littered about where i live maybe it’s different elsewhere it’s not definite hazard waste as not all of them will have covid droplets on just don’t touch them,True,False
2443,1.4152216336194642e+18,2021-07-14 08:08:25+00:00,['1415221633619464192'],@KeepitdarkIan @JuliaHB1 @Waterstones (From the Mayo Clinic),   from the mayo clinic,True,False
2444,1.415221560416383e+18,2021-07-14 08:08:08+00:00,['1415221560416382976'],"@KeepitdarkIan @JuliaHB1 @Waterstones Cloth and surgical masks on how they protect the wearers from the droplets which covid are carried in. Nothing is 100% but I’ve been out and about since the pandemic started, wearing masks, and not caught covid. I know others who haven’t worn a mask and had covid as a result. https://t.co/ThgqYx1ebJ",   cloth and surgical masks on how they protect the wearers from the droplets which covid are carried in nothing is 100 but i’ve been out and about since the pandemic started wearing masks and not caught covid i know others who haven’t worn a mask and had covid as a result ,True,False
2445,1.4152208418230518e+18,2021-07-14 08:05:16+00:00,['1415220841823051776'],@mimismall @JuliaHB1 @Waterstones Evidence from Mayo clinic regarding cloth face masks only. https://t.co/9Ak8XaYJIk,   evidence from mayo clinic regarding cloth face masks only ,True,False
2446,1.415219770086105e+18,2021-07-14 08:01:01+00:00,['1415219770086105088'],"@mimismall @JuliaHB1 @Waterstones Like I said, my degree requires a lot of research to be done, hence why I have access to the evidence I’ve seen. If you can’t provide proof then how am I supposed to believe you? Furthermore, viruses are passed through droplets… that’s what the mask stops which reduces covid.",   like i said my degree requires a lot of research to be done hence why i have access to the evidence i’ve seen if you can’t provide proof then how am i supposed to believe you furthermore viruses are passed through droplets… that’s what the mask stops which reduces covid,True,False
2447,1.4150734043954422e+18,2021-07-13 22:19:25+00:00,['1415073404395442176'],"@Darren06645502 @JuliaHB1 @Waterstones Like I said, goodnight. I’m too tired to argue anymore. It’s been an hour and we still aren’t agreeing.",   like i said goodnight i’m too tired to argue anymore it’s been an hour and we still aren’t agreeing,True,False
2448,1.415072074092122e+18,2021-07-13 22:14:07+00:00,['1415072074092122112'],"@Darren06645502 @JuliaHB1 @Waterstones Long covid, organ damage, trauma etc. Not difficult.",   long covid organ damage trauma etc not difficult,True,False
2449,1.4150717666328617e+18,2021-07-13 22:12:54+00:00,['1415071766632861701'],"@Darren06645502 @JuliaHB1 @Waterstones Seriously mate, we’ve been going back and forth for an hour. We clearly are not going to agree. She should get a grip because she can still shop there either way so there is no point having a temper tantrum. I’m too tired to keep this argument going. Have a goodnight.",   seriously mate we’ve been going back and forth for an hour we clearly are not going to agree she should get a grip because she can still shop there either way so there is no point having a temper tantrum i’m too tired to keep this argument going have a goodnight,True,False
2450,1.4150694700627436e+18,2021-07-13 22:03:47+00:00,['1415069470062743561'],@Darren06645502 @JuliaHB1 @Waterstones What I do have a problem with is when people have a tantrum over a store simply encouraging people to wear masks if you can. They won’t force anyone or refuse service so you can still shop in said store.,   what i do have a problem with is when people have a tantrum over a store simply encouraging people to wear masks if you can they won’t force anyone or refuse service so you can still shop in said store,True,False
2451,1.4150691315488072e+18,2021-07-13 22:02:26+00:00,['1415069131548807169'],"@Darren06645502 @JuliaHB1 @Waterstones Literally said I wouldn’t judge those exempt. If you don’t want to wear one, that is your choice. Do I support your choice? No. But I’m not going to challenge you or anyone else not wearing one because it’s not my place to. https://t.co/dhRREBUi4Q",   literally said i wouldn’t judge those exempt if you don’t want to wear one that is your choice do i support your choice no but i’m not going to challenge you or anyone else not wearing one because it’s not my place to ,True,False
2452,1.415068023090733e+18,2021-07-13 21:58:02+00:00,['1415068023090733061'],"@Darren06645502 @JuliaHB1 @Waterstones Like I said, I did when visiting people in hospital when asked. Mate, what has the flu got to do with this conversation? COVID and flu are not the same in the slightest. We clearly aren’t going to agree here.",   like i said i did when visiting people in hospital when asked mate what has the flu got to do with this conversation covid and flu are not the same in the slightest we clearly aren’t going to agree here,True,False
2453,1.415066793329234e+18,2021-07-13 21:53:08+00:00,['1415066793329233938'],"@Darren06645502 @JuliaHB1 @Waterstones I’ve said her statements suggest otherwise, that isn’t me deciding she is or isn’t exempt. I’d wear a mask when asked, like when visiting family is hospital etc. Did you wear one incase old people got flu and sadly died? Just asking.",   i’ve said her statements suggest otherwise that isn’t me deciding she is or isn’t exempt i’d wear a mask when asked like when visiting family is hospital etc did you wear one incase old people got flu and sadly died just asking,True,False
2454,1.415066068570288e+18,2021-07-13 21:50:16+00:00,['1415066068570288128'],"@JuliaHB1 @Waterstones Seems like I have to clarify, although I assumed this was common knowledge, this is not aimed at those who are exempt. If you can’t wear a mask, that’s fine and I have no problem with you and you shouldn’t be challenged.",  seems like i have to clarify although i assumed this was common knowledge this is not aimed at those who are exempt if you can’t wear a mask that’s fine and i have no problem with you and you shouldn’t be challenged,True,False
2455,1.4150651032259953e+18,2021-07-13 21:46:25+00:00,['1415065103225995269'],"@Darren06645502 @JuliaHB1 @Waterstones I’ve seen her constantly moan about things related to the pandemic on This Morning. If she’s exempt, that’s fine. But her reactions to any sort of protection, whether it’s masks… lockdowns etc, says otherwise. However, like stated earlier, it isn’t my place to decide.",   i’ve seen her constantly moan about things related to the pandemic on this morning if she’s exempt that’s fine but her reactions to any sort of protection whether it’s masks… lockdowns etc says otherwise however like stated earlier it isn’t my place to decide,True,False
2456,1.4150633517601464e+18,2021-07-13 21:39:28+00:00,['1415063351760146437'],"@Darren06645502 @JuliaHB1 @Waterstones This was simply aimed at those who refuse to wear a mask and those who are overreacting about a shop encouraging people to wear masks. I didn’t say anything about people who are exempt, they shouldn’t be questioned and have the right to not wear one. Don’t try and twist my words. https://t.co/PQ4defbCLa",   this was simply aimed at those who refuse to wear a mask and those who are overreacting about a shop encouraging people to wear masks i didn’t say anything about people who are exempt they shouldn’t be questioned and have the right to not wear one don’t try and twist my words ,True,False
2457,1.4150625157011374e+18,2021-07-13 21:36:08+00:00,['1415062515701137415'],@EvanEdinger Yep! I feel a little toasty after getting the vaccine earlier too. Definitely not pleasant., yep i feel a little toasty after getting the vaccine earlier too definitely not pleasant,True,False
2458,1.415061786496209e+18,2021-07-13 21:33:15+00:00,['1415061786496208899'],@Darren06645502 @JuliaHB1 @Waterstones I don’t. I think they should be encouraged and that you should wear one if you’re able to.,   i don’t i think they should be encouraged and that you should wear one if you’re able to,True,False
2459,1.4150612209236746e+18,2021-07-13 21:31:00+00:00,['1415061220923674624'],"@Darren06645502 @JuliaHB1 @Waterstones I assume they are because I like to put my trust in people. It’s not my place to decide who I think is or isn’t exempt. If they say they are, then I feel it is right to believe them.",   i assume they are because i like to put my trust in people it’s not my place to decide who i think is or isn’t exempt if they say they are then i feel it is right to believe them,True,False
2460,1.4150604976831652e+18,2021-07-13 21:28:07+00:00,['1415060497683165184'],@Darren06645502 @JuliaHB1 @Waterstones How? I literally just said I’d defend those exempt???,   how i literally just said i’d defend those exempt,True,False
2461,1.4150583167583396e+18,2021-07-13 21:19:27+00:00,['1415058316758339592'],"@Darren06645502 @JuliaHB1 @Waterstones People exempt are perfectly fine, no issue there! They won’t be refused entry or service (they shouldn’t be anyways) as it’s encouraged, not enforced. Trust me, I have no issue with anyone who is exempt and will challenge store owners if they are refusing entry and service.",   people exempt are perfectly fine no issue there they won’t be refused entry or service they shouldn’t be anyways as it’s encouraged not enforced trust me i have no issue with anyone who is exempt and will challenge store owners if they are refusing entry and service,True,False
2462,1.4150488405253284e+18,2021-07-13 20:41:48+00:00,['1415048840525328385'],@KeepitdarkIan @JuliaHB1 @Waterstones Want to provide evidence to back your statement? You seem so passionate and I’d love to understand your perspective.,   want to provide evidence to back your statement you seem so passionate and i’d love to understand your perspective,True,False
2463,1.415048454578086e+18,2021-07-13 20:40:16+00:00,['1415048454578085894'],"@mimismall @JuliaHB1 @Waterstones I spend most of my year looking at research, perks of getting a degree. All the research I have seen from the scientific community suggests they are beneficial. Do you want to provide anything that suggests otherwise? Also, I’m only being polite by calling you mate.",   i spend most of my year looking at research perks of getting a degree all the research i have seen from the scientific community suggests they are beneficial do you want to provide anything that suggests otherwise also i’m only being polite by calling you mate,True,False
2464,1.415042507373744e+18,2021-07-13 20:16:38+00:00,['1415042507373744129'],"@richdunleave @JuliaHB1 @Waterstones Right??? I can understand people who are exempt, that’s fine. But people who refuse because they can’t be bothered to wear a tiny piece of cloth over their nose and mouth... just childish. I’ve known children who are more respectful and attentive.",   right i can understand people who are exempt that’s fine but people who refuse because they can’t be bothered to wear a tiny piece of cloth over their nose and mouth just childish i’ve known children who are more respectful and attentive,True,False
2465,1.4150420939412357e+18,2021-07-13 20:15:00+00:00,['1415042093941235718'],@mimismall @JuliaHB1 @Waterstones Funny one mate,   funny one mate,True,False
2466,1.4150266423349862e+18,2021-07-13 19:13:36+00:00,['1415026642334986241'],@pepsigirl31 @Waterstones Fine by me. Not a massive people person anyway. It’s almost an advantage for me and others similar.,  fine by me not a massive people person anyway it’s almost an advantage for me and others similar,True,False
2467,1.4150255637822917e+18,2021-07-13 19:09:18+00:00,['1415025563782291461'],@pepsigirl31 @Waterstones Okay? That’s your decision. Just makes it easier to know who to avoid.,  okay that’s your decision just makes it easier to know who to avoid,True,False
2468,1.415024898922238e+18,2021-07-13 19:06:40+00:00,['1415024898922237961'],@pepsigirl31 @Waterstones Fully aware of that. What’s your point?,  fully aware of that what’s your point,True,False
2469,1.4150215085362831e+18,2021-07-13 18:53:12+00:00,['1415021508536283140'],YESSSSSSSSSS https://t.co/p3B86Bh0ac,yessssssssss ,True,False
2470,1.41502143175535e+18,2021-07-13 18:52:53+00:00,['1415021431755350018'],@coollike Same here!, same here,True,False
2471,1.4150212156605317e+18,2021-07-13 18:52:02+00:00,['1415021215660531719'],She needs help. Her opinions lately have been so childish. https://t.co/dG6s4Tq4OM,she needs help her opinions lately have been so childish ,True,False
2472,1.4150204826472366e+18,2021-07-13 18:49:07+00:00,['1415020482647236610'],@Waterstones Fully support this decision. Thank you for looking out for your staff and customers., fully support this decision thank you for looking out for your staff and customers,True,False
2473,1.415019911416529e+18,2021-07-13 18:46:51+00:00,['1415019911416528904'],So many people are so angry that @Waterstones are ENCOURAGING (key word there) people to keep wearing masks in their stores. It is common sense and respectful towards others. If you’re so angered then just shop using their online store.,so many people are so angry that  are encouraging key word there people to keep wearing masks in their stores it is common sense and respectful towards others if you’re so angered then just shop using their online store,True,False
2474,1.4150191443915776e+18,2021-07-13 18:43:48+00:00,['1415019144391577600'],"@JuliaHB1 @Waterstones If you’re so irritated then just shop using their online store. You’re being so petty, it’s a piece of cloth... get a grip.",  if you’re so irritated then just shop using their online store you’re being so petty it’s a piece of cloth get a grip,True,False
2476,1.4150080842551951e+18,2021-07-13 17:59:51+00:00,['1415008084255195150'],"@citiz3nsofearth The uni will just have to deal with it! Worst case scenario, tell uni that they help you emotionally (because they do, most animals do). Save the cutie", the uni will just have to deal with it worst case scenario tell uni that they help you emotionally because they do most animals do save the cutie,True,False
2477,1.4150071639619912e+18,2021-07-13 17:56:12+00:00,['1415007163961991169'],@citiz3nsofearth That’s such a tiny cage!!! I remember when I had Smudge (aka fat Boi haha) and he had a massive cage. Spent most of the time in a ball though roaming around. Get her 🥺, that’s such a tiny cage i remember when i had smudge aka fat boi haha and he had a massive cage spent most of the time in a ball though roaming around get her ,True,False
2478,1.4149049056015852e+18,2021-07-13 11:09:51+00:00,['1414904905601585152'],"@CherryWallis @BorisJohnson This!! I have my second dose this evening. I’m quite lucky to be getting it so early for my age, most of my friends have just had their 1st. This opening is so irresponsible and I bet we’ll have another lockdown in a month or two.",  this i have my second dose this evening i’m quite lucky to be getting it so early for my age most of my friends have just had their 1st this opening is so irresponsible and i bet we’ll have another lockdown in a month or two,True,False
2480,1.4146574556871475e+18,2021-07-12 18:46:35+00:00,['1414657455687147521'],"@_ScottPaige I went there after I heard that you and Carrie did, just to see what would happen. Said I’d have a change of heart when it comes to my career. Yeah nah, still set on teaching 😂", i went there after i heard that you and carrie did just to see what would happen said i’d have a change of heart when it comes to my career yeah nah still set on teaching ,True,False
2481,1.4146039051583283e+18,2021-07-12 15:13:47+00:00,['1414603905158328325'],@DarrenLevyO Damn that’s so deep dude, damn that’s so deep dude,True,False
2486,1.4143517405274194e+18,2021-07-11 22:31:46+00:00,['1414351740527419392'],@jlsinc @AbiWilks Yeah.... it’s disgusting. I hope he doesn’t go online for a while. He needs protection for a while. People are vile.,  yeah it’s disgusting i hope he doesn’t go online for a while he needs protection for a while people are vile,True,False
2487,1.4143508785182597e+18,2021-07-11 22:28:21+00:00,['1414350878518259713'],@jlsinc @AbiWilks Already begun for Saka. Absolutely revolting. https://t.co/DSftNbeUT9,  already begun for saka absolutely revolting ,True,False
2488,1.4143500161147986e+18,2021-07-11 22:24:55+00:00,['1414350016114798604'],#Euro2020Final #EURO2020 PLEASE DO NOT DO THIS https://t.co/tQW8rE9bNP,  please do not do this ,True,False
2495,1.4143459359629722e+18,2021-07-11 22:08:43+00:00,['1414345935962972172'],@BukayoSaka87 you worked so hard mate and did the country proud. Please don’t be too hard on yourself., you worked so hard mate and did the country proud please don’t be too hard on yourself,True,False
2498,1.4143455356879626e+18,2021-07-11 22:07:07+00:00,['1414345535687962624'],#Euro2020Final #EURO2020 please be safe out there. https://t.co/WDeQ4yDccl,  please be safe out there ,True,False
2500,1.4143453887447572e+18,2021-07-11 22:06:32+00:00,['1414345388744757257'],"Please, if anyone needs it. Even in the slightest instance. Oh, and if you’re the one being violent... get help. Don’t take it out on someone you love. https://t.co/GBL6gaMonR",please if anyone needs it even in the slightest instance oh and if you’re the one being violent get help don’t take it out on someone you love ,True,False
2501,1.4143450424629043e+18,2021-07-11 22:05:10+00:00,['1414345042462904322'],"Just a reminder to not be a dickhead and send horrible messages to anyone from the match tonight, on both sides. It was a really tough game. Also, just because we lost doesn’t mean anyone needs to get violent. Please, be kind to one another and supportive. #Euros2020",just a reminder to not be a dickhead and send horrible messages to anyone from the match tonight on both sides it was a really tough game also just because we lost doesn’t mean anyone needs to get violent please be kind to one another and supportive ,True,False
2502,1.414337984237904e+18,2021-07-11 21:37:07+00:00,['1414337984237903876'],@playlist_mp4 @jampkin AM I WRONG?!?!,  am i wrong,True,False
2503,1.4143374122773545e+18,2021-07-11 21:34:50+00:00,['1414337412277354514'],@jampkin Nah its just been a little kinky with some choking and stepping on each other., nah its just been a little kinky with some choking and stepping on each other,True,False
2505,1.4143306845173268e+18,2021-07-11 21:08:06+00:00,['1414330684517326854'],@LukeCutforth Furious is an understatement. Absolutely fuming! Choked the poor guy and got away with it., furious is an understatement absolutely fuming choked the poor guy and got away with it,True,False
2506,1.414329117235888e+18,2021-07-11 21:01:53+00:00,['1414329117235888129'],This ref is colour blind I swear https://t.co/PgdzkJa2XT,this ref is colour blind i swear ,True,False
2508,1.4143287308985467e+18,2021-07-11 21:00:21+00:00,['1414328730898546688'],@noahfinnadams Choked the guy and got away with it., choked the guy and got away with it,True,False
2509,1.4143210004440146e+18,2021-07-11 20:29:37+00:00,['1414321000444014593'],Well damn,well damn,True,False
2510,1.414318239237161e+18,2021-07-11 20:18:39+00:00,['1414318239237160960'],"@LauritaMelC @gregjames I nearly fainted myself after the first one. We’ll sit either side of him, he can support us through it aha",  i nearly fainted myself after the first one we’ll sit either side of him he can support us through it aha,True,False
2512,1.414312788772655e+18,2021-07-11 19:57:00+00:00,['1414312788772655104'],@gregjames My 2nd jab. Could do with some support from him by my side 😂, my 2nd jab could do with some support from him by my side ,True,False
2513,1.4142800803946865e+18,2021-07-11 17:47:01+00:00,['1414280080394686464'],"@sizzlassi @BBCNews I mean the medical experts that have saved lives during this pandemic. There are people who believed the same as you, then they caught it and their opinion changed straight after. Where’s your proof that isn’t a scam? Provide a credible source.",  i mean the medical experts that have saved lives during this pandemic there are people who believed the same as you then they caught it and their opinion changed straight after where’s your proof that isn’t a scam provide a credible source,True,False
