id,created_at,edit_history_tweet_ids,text,clean_text,non_english
1.5207894387790356e+18,2022-05-01 15:37:11+00:00,['1520789438779035656'],Downtown is a real downright downturn of a downer. The only thing that has increased is the implausibility,downtown real downright downturn downer thing ha increased implausibility,False
1.520740825768022e+18,2022-05-01 12:24:01+00:00,['1520740825768022022'],@MarcIles And so say all of us. Balanced summary of season that has been more positive than some I could mention. Well done M,say u balanced summary season ha positive could mention well done,False
1.5206947961673605e+18,2022-05-01 09:21:07+00:00,['1520694796167360512'],@QuestTV @OfficialBWFC @discoveryplusUK I genuinely thought that it was going wide,genuinely thought wa going wide,False
1.520688019040256e+18,2022-05-01 08:54:11+00:00,['1520688019040256000'],"Wordle 316 5/6

⬛⬛⬛🟨⬛
⬛⬛🟩🟨⬛
⬛🟩🟩🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",wordle,False
1.5204591101683794e+18,2022-04-30 17:44:35+00:00,['1520459110168379392'],@rossmitton84 @MarcIles @iScoop_Photos @WestHam Or is he the new @BurnleyOfficial manager?,new manager,False
1.5204506725792522e+18,2022-04-30 17:11:03+00:00,['1520450672579252225'],#socksforswailes sending @peter_swailes and @SwailesRuth much love xx ❤️❤️❤️🙏 https://t.co/x7mSDGB1Do,sending much love xx,False
1.5204493585625702e+18,2022-04-30 17:05:50+00:00,['1520449358562570241'],@OfficialBWFC @jondadi Love this guy,love guy,False
1.520446905024762e+18,2022-04-30 16:56:05+00:00,['1520446905024761857'],"Wordle 315 3/6

⬛⬛🟨🟨🟨
🟨🟩🟨⬛⬛
🟩🟩🟩🟩🟩",wordle,False
1.5200727822347223e+18,2022-04-29 16:09:27+00:00,['1520072782234722307'],"Wordle 314 4/6

⬛⬛🟩🟨⬛
🟨🟨🟩⬛🟨
🟨⬛🟩🟩🟨
🟩🟩🟩🟩🟩",wordle,False
1.5200444503865303e+18,2022-04-29 14:16:52+00:00,['1520044450386530304'],@NeilMcAllion @TheBoltonNews Hope so 👍😉,hope,False
1.5197734523700677e+18,2022-04-28 20:20:01+00:00,['1519773452370067458'],@TheBoltonNews Is this news or an advert?,news advert,False
1.51977244950784e+18,2022-04-28 20:16:02+00:00,['1519772449507840003'],@keziah70 Depends on what you consider interesting? https://t.co/EQlzN1PLTm,depends consider interesting,False
1.5196704397941678e+18,2022-04-28 13:30:41+00:00,['1519670439794167810'],@DTWillingham @NautilusEdu Ignore Tory Press,ignore tory press,False
1.519662700950872e+18,2022-04-28 12:59:56+00:00,['1519662700950872065'],"Wordle 313 4/6

⬛🟩⬛⬛⬛
⬛🟩🟨⬛⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.5193670879779103e+18,2022-04-27 17:25:16+00:00,['1519367087977910273'],"Wordle 312 3/6

⬛⬛⬛⬛⬛
⬛🟨⬛⬛🟨
🟩🟩🟩🟩🟩",wordle,False
1.519009071336239e+18,2022-04-26 17:42:39+00:00,['1519009071336239104'],"Wordle 311 4/6

⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟩⬛🟨
🟩🟩🟩🟩🟩",wordle,False
1.5181837753599386e+18,2022-04-24 11:03:13+00:00,['1518183775359938560'],@TheBoltonNews Isn’t this a private GP surgery?,isnt private gp surgery,False
1.518172185801724e+18,2022-04-24 10:17:10+00:00,['1518172185801723904'],"Wordle 309 6/6

⬛🟨⬛🟩⬛
⬛⬛⬛🟩🟨
⬛⬛🟩🟩⬛
⬛⬛🟩🟩⬛
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.5178620091398308e+18,2022-04-23 13:44:38+00:00,['1517862009139830787'],Thank you @ianwaite for a terrific waltz class this morning 👍❤️ 🕺🏼,thank terrific waltz class morning,False
1.517859894937989e+18,2022-04-23 13:36:14+00:00,['1517859894937989120'],@OfficialBWFC @CTFCofficial Much better squad line up,much better squad line,False
1.5178083805340058e+18,2022-04-23 10:11:32+00:00,['1517808380534005760'],"Wordle 308 4/6

⬛🟨⬛⬛🟨
⬛⬛🟨🟨⬛
🟨🟨⬛🟨🟨
🟩🟩🟩🟩🟩",wordle,False
1.517807311871701e+18,2022-04-23 10:07:17+00:00,['1517807311871700992'],I can see the sea #justabout @ The Celtic Manor Resort https://t.co/Oa5u7yZCLT,see sea celtic manor resort,False
1.517803889927635e+18,2022-04-23 09:53:41+00:00,['1517803889927634944'],South Wales is beautiful @chris_doidge92 #Newport @ The Celtic Manor Resort https://t.co/0eYmLLBBiD,south wale beautiful celtic manor resort,False
1.5176236742281257e+18,2022-04-22 21:57:34+00:00,['1517623674228125698'],It’s official. I’m in love with @aljazskorjanec #Donaheys @donaheys What a great weekend https://t.co/3SIj9AqWVg,official im love great weekend,False
1.5175496887859364e+18,2022-04-22 17:03:35+00:00,['1517549688785936384'],"Wordle 307 2/6

🟩⬛🟩⬛🟨
🟩🟩🟩🟩🟩",wordle,False
1.5172284617016156e+18,2022-04-21 19:47:08+00:00,['1517228461701615616'],@Julidy1_FLO @pickyorkney @NationalTheatre @cineworld @NTLive Sadly screening abandoned,sadly screening abandoned,False
1.51721636987136e+18,2022-04-21 18:59:05+00:00,['1517216369871360000'],@NTLive @DonmarWarehouse @cineworld Still not showing. Getting our money back but would rather have watched the performance. Poor service and lack of information @cineworld Bolton. Some very disappointed theatre lovers,still showing getting money back would rather watched performance poor service lack information bolton disappointed theatre lover,False
1.5172123098270392e+18,2022-04-21 18:42:57+00:00,['1517212309827039233'],@NTLive @DonmarWarehouse @cineworld Bolton still waiting for curtain up #45minuteslate,bolton still waiting curtain,False
1.5172114006907085e+18,2022-04-21 18:39:21+00:00,['1517211400690708480'],@cineworld any chance of starting Henry V? Seen your Unlimited advert too many times now #40minuteslate,chance starting henry v seen unlimited advert many time,False
1.5172070384550707e+18,2022-04-21 18:22:00+00:00,['1517207038455070720'],@NTLive @DonmarWarehouse Still awaiting curtain up here @cineworld Bolton,still awaiting curtain bolton,False
1.5172067698560942e+18,2022-04-21 18:20:56+00:00,['1517206769856094208'],@Julidy1_FLO @pickyorkney @NationalTheatre Still awaiting curtain up here in Bolton @cineworld @NTLive,still awaiting curtain bolton,False
1.5171695940619674e+18,2022-04-21 15:53:13+00:00,['1517169594061967361'],Love this!! https://t.co/F0H0ffvSlK,love,False
1.5171657884316262e+18,2022-04-21 15:38:06+00:00,['1517165788431626242'],"Wordle 306 5/6

⬛🟨⬛⬛⬛
⬛⬛🟩⬛🟩
⬛⬛🟩⬛🟩
⬛🟨🟩⬛🟩
🟩🟩🟩🟩🟩",wordle,False
1.516900065679483e+18,2022-04-20 22:02:12+00:00,['1516900065679482881'],https://t.co/tKkD791fAS,,False
1.5168457225025004e+18,2022-04-20 18:26:16+00:00,['1516845722502500354'],"Wordle 305 4/6

⬛⬛🟨🟨⬛
🟨🟩⬛🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",wordle,False
1.516508981832917e+18,2022-04-19 20:08:11+00:00,['1516508981832916996'],@ManicStTeachers Middle class Turkey twizzler?,middle class turkey twizzler,False
1.516154887515558e+18,2022-04-18 20:41:08+00:00,['1516154887515557888'],"I’m finished listening to Oops! on my Audible app. Try Audible and get it here: https://t.co/LwFXXDzTas

Very inspiring ⁦@HYWEL_ROBERTS⁩ 

Looking forward to meeting you again in January 👍 https://t.co/po0qLFurN5",im finished listening oops audible app try audible get inspiring looking forward meeting january,False
1.5159866857247048e+18,2022-04-18 09:32:46+00:00,['1515986685724704770'],"Wordle 303 3/6

⬛⬛🟩🟨🟨
⬛🟨🟩⬛🟨
🟩🟩🟩🟩🟩",wordle,False
1.5159769076402217e+18,2022-04-18 08:53:54+00:00,['1515976907640221699'],@ciarancw75 Love this 👏,love,False
1.515663316194054e+18,2022-04-17 12:07:48+00:00,['1515663316194054149'],"Wordle 302 4/6

🟨🟨🟨⬛🟨
🟨🟨🟩🟨⬛
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.5156136877420954e+18,2022-04-17 08:50:36+00:00,['1515613687742095361'],https://t.co/eyhtuCjJxJ,,False
1.5153711287804723e+18,2022-04-16 16:46:45+00:00,['1515371128780472341'],Cheers one and all 👍 https://t.co/lTv6CUa1HN,cheer one,False
1.5153708946626478e+18,2022-04-16 16:45:50+00:00,['1515370894662647808'],Cheers 👍 @ Bolton https://t.co/NhvdIzVqMn,cheer bolton,False
1.515296531242492e+18,2022-04-16 11:50:20+00:00,['1515296531242491906'],@TheBoltonNews Breaking news,breaking news,False
1.5152863706710794e+18,2022-04-16 11:09:58+00:00,['1515286370671079427'],"Wordle 301 5/6

⬛🟨⬛⬛⬛
⬛🟩⬛⬛🟨
⬛🟩🟩⬛🟨
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",wordle,False
1.5150329306698097e+18,2022-04-15 18:22:53+00:00,['1515032930669809665'],@secretHT1 How would you suggest this is funded?,would suggest funded,False
1.5149212085250335e+18,2022-04-15 10:58:56+00:00,['1514921208525033481'],"Wordle 300 4/6

⬛🟨🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",wordle,False
1.514392236267647e+18,2022-04-13 23:56:59+00:00,['1514392236267646979'],"Wordle 299 6/6

⬛🟨⬛⬛⬛
⬛⬛🟨🟨🟩
🟨🟨⬛⬛🟩
🟨🟩⬛⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.5143640973321912e+18,2022-04-13 22:05:10+00:00,['1514364097332191237'],Is this still allowed? Acceptable? Surely not? https://t.co/CAfFUPK4Lr,still allowed acceptable surely,False
1.514353611266044e+18,2022-04-13 21:23:30+00:00,['1514353611266043922'],@Oldprimaryhead1 Would be interested to read it https://t.co/tOT2jlzi10,would interested read,False
1.5143529902867538e+18,2022-04-13 21:21:02+00:00,['1514352990286753797'],@Oldprimaryhead1 @DaveShawHT It is the best job in the world at times.,best job world time,False
1.5143501957981637e+18,2022-04-13 21:09:56+00:00,['1514350195798163462'],"@_PaulHayward @philmcnulty Ludicrous 
Hope city fans are safe going home after this",ludicrous hope city fan safe going home,False
1.5143373710761042e+18,2022-04-13 20:18:58+00:00,['1514337371076104199'],Oh my https://t.co/93RqOHhxHO,oh,False
1.5143146203365786e+18,2022-04-13 18:48:34+00:00,['1514314620336578562'],Thank you @NAHTnews https://t.co/bk1qNHs6O8 https://t.co/esnqRaD96N,thank,False
1.514310705356411e+18,2022-04-13 18:33:01+00:00,['1514310705356410880'],"Nursing and teaching bodies complain about MP's lockdown drink comments

What are your views ⁦@CGreenUK⁩ ⁦@NAHTnews⁩ ⁦@nadhimzahawi⁩ ?  https://t.co/FwCVxvXzRg",nursing teaching body complain mp's lockdown drink comment view,False
1.5143034150897787e+18,2022-04-13 18:04:03+00:00,['1514303415089778694'],https://t.co/mM3kjCXC2W,,False
1.5143032831369748e+18,2022-04-13 18:03:31+00:00,['1514303283136974849'],Proud to wear the t-shirt #ourgametoo #hergametoo @officialbwfc @ Bolton Wanderers Official https://t.co/Wyp0aExtSo,proud wear tshirt bolton wanderer official,False
1.5141592156145705e+18,2022-04-13 08:31:03+00:00,['1514159215614570500'],"Teachers didn’t have a staff room during Covid, or subsidised food &amp; drink (like in the Commons) or free parking. We went home to stay safe to be ready for the next work day when our families needed us. ⁦@CGreenUK⁩ are you responding on my behalf? 
 https://t.co/FwCVxvXzRg",teacher didnt staff room covid subsidised food amp drink like common free parking went home stay safe ready next work day family needed u responding behalf,False
1.5141568636585984e+18,2022-04-13 08:21:42+00:00,['1514156863658598402'],"Wordle 298 4/6

⬛⬛⬛⬛⬛
⬛🟩⬛🟨⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.514012649109049e+18,2022-04-12 22:48:39+00:00,['1514012649109049347'],"@BBCPolitics Teachers didn’t have a staff room during Covid, or subsidised food and drink (like in the Commons) or free parking. We went home to stay safe to be ready for the next work day when our families needed us. @NAHTnews are you responding?",teacher didnt staff room covid subsidised food drink like common free parking went home stay safe ready next work day family needed u responding,False
1.5138998258126766e+18,2022-04-12 15:20:20+00:00,['1513899825812676615'],"@CGreenUK can you confirm how you intend to represent your constituents regarding:
1. Fines being issued today to both the PM and the chancellor 
2. The PM intentionally misleading Parliament 
- and can you confirm if you will be issued with a fine from @metpoliceuk 
Thank you",confirm intend represent constituent regarding fine issued today pm chancellor pm intentionally misleading parliament confirm issued fine thank,False
1.5138385490277212e+18,2022-04-12 11:16:50+00:00,['1513838549027721216'],"Wordle 297 3/6

⬛⬛🟨🟨🟩
⬛🟩🟨🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.5134691354008863e+18,2022-04-11 10:48:55+00:00,['1513469135400886273'],"Wordle 296 5/6

⬛⬛🟨⬛⬛
⬛🟨⬛⬛⬛
🟨⬛⬛🟨⬛
🟩⬛🟨⬛⬛
🟩🟩🟩🟩🟩",wordle,False
1.5134314491433288e+18,2022-04-11 08:19:10+00:00,['1513431449143328774'],@duolingo In French please allow football rather than soccer for the uk and be consist with ‘love’ translations = adore/aime. Thank you,french please allow football rather soccer uk consist love translation adoreaime thank,False
1.5132098519162143e+18,2022-04-10 17:38:37+00:00,['1513209851916214284'],I think I can help… https://t.co/gr7VFRbuJ5 https://t.co/XKU4rebP0N,think help,False
1.513202347203248e+18,2022-04-10 17:08:48+00:00,['1513202347203248129'],@TrainlineTeam just spent over 40 minutes trying to get my son home safely. Owing to disruption he will miss his final connection at Manchester Piccadilly to get to Bolton. Potentially stranded at 11.30pm. What does he do? No one at Trainline seems to know @trainlineplc,spent minute trying get son home safely owing disruption miss final connection manchester piccadilly get bolton potentially stranded pm doe one trainline seems know,False
1.5130985138188206e+18,2022-04-10 10:16:12+00:00,['1513098513818820608'],Too good not to share. 👏@BurgerKing https://t.co/Sf0GdELALv,good share,False
1.5130970233895895e+18,2022-04-10 10:10:17+00:00,['1513097023389589505'],"Too good not to share 
Well done @burgerkinguk https://t.co/2WITfLmjSp",good share well done,False
1.5130958222458348e+18,2022-04-10 10:05:30+00:00,['1513095822245834752'],@AJS77 @campbellclaret @daneydemaniac War in Ukraine? Covid? Nope 👎,war ukraine covid nope,False
1.513058320910803e+18,2022-04-10 07:36:29+00:00,['1513058320910802947'],"Wordle 295 3/6

⬛⬛🟩⬛🟨
⬛⬛🟩🟨⬛
🟩🟩🟩🟩🟩",wordle,False
1.5129134208316252e+18,2022-04-09 22:00:42+00:00,['1512913420831625229'],@FakeHeadteacher Can’t afford them. Just need able SLT,cant afford need able slt,False
1.5127615692975104e+18,2022-04-09 11:57:18+00:00,['1512761569297510403'],@ScalaRadio @KermodeMovie Atonement,atonement,False
1.5126926289193943e+18,2022-04-09 07:23:21+00:00,['1512692628919394304'],"Wordle 294 3/6

⬛⬛🟩🟨⬛
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.5125142541712548e+18,2022-04-08 19:34:34+00:00,['1512514254171254792'],Manchester is beautiful https://t.co/c6XQrb9t5S,manchester beautiful,False
1.5124945104582574e+18,2022-04-08 18:16:06+00:00,['1512494510458257410'],There’s a lot to be said for Manchester #50thbirthdaytreat https://t.co/E8OTC5O4P0,lot said manchester,False
1.512349100238381e+18,2022-04-08 08:38:18+00:00,['1512349100238381057'],"Wordle 293 5/6

⬛🟨🟩🟩⬛
🟩⬛🟩🟩🟩
🟩⬛🟩🟩🟩
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.5121915854250066e+18,2022-04-07 22:12:23+00:00,['1512191585425006604'],"@RetirementTales Very nice bottle (yes bottle please) of red, hot steak sandwich and chunky chips and Fools Gold Stone Roses please. Can I sit by the open fire? 👍❤️",nice bottle yes bottle please red hot steak sandwich chunky chip fool gold stone rose please sit open fire,False
1.5121148856935137e+18,2022-04-07 17:07:37+00:00,['1512114885693513744'],"Wordle 292 5/6

⬛⬛🟨🟨⬛
🟨🟨⬛⬛⬛
⬛⬛⬛🟩🟨
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.5118200231779123e+18,2022-04-06 21:35:56+00:00,['1511820023177912327'],This is the saddest thing that I’ve read in some time https://t.co/Dz2QmvU4O5 https://t.co/NUnNCHME1U,saddest thing ive read time,False
1.5118197236668662e+18,2022-04-06 21:34:45+00:00,['1511819723666866178'],This is the saddest thing that I’ve read in some time https://t.co/Dz2QmvU4O5 https://t.co/TGFWnuF2ef,saddest thing ive read time,False
1.511802545232126e+18,2022-04-06 20:26:29+00:00,['1511802545232125960'],"@paulcooksonpoet 
Some games are important 
Some of no consequence 
But when it’s absolutely crucial 
You need a solid defence 
#hardfought #evertonrelegationunthinkable
#sorryPaul",game important consequence absolutely crucial need solid defence,False
1.5116451199461376e+18,2022-04-06 10:00:56+00:00,['1511645119946137601'],"Wordle 291 4/6

⬛⬛🟨⬛⬛
🟩🟨⬛⬛⬛
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩",wordle,False
1.5113298755415163e+18,2022-04-05 13:08:16+00:00,['1511329875541516296'],Channel 4 must be kept in public ownership and protected from the Tories' cultural vandalism. Sign the petition: https://t.co/HoYvIm0Oxd,channel must kept public ownership protected tories' cultural vandalism sign petition,False
1.5112911226053468e+18,2022-04-05 10:34:16+00:00,['1511291122605346823'],https://t.co/lf1STtUz2h,,False
1.511124167881601e+18,2022-04-04 23:30:51+00:00,['1511124167881601026'],"Wordle 290 6/6

⬛⬛🟨⬛🟩
⬛⬛⬛🟩🟩
⬛🟩🟨🟩🟩
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩tough one",wordle tough one,False
1.5110756069890908e+18,2022-04-04 20:17:53+00:00,['1511075606989090817'],https://t.co/LrQuqnNVgQ,,False
1.5110465401099633e+18,2022-04-04 18:22:23+00:00,['1511046540109963264'],@OfficialBWFC Good news,good news,False
1.5109472502892298e+18,2022-04-04 11:47:51+00:00,['1510947250289229835'],In case you haven’t seen this… https://t.co/4LPmJz9nVQ,case havent seen,False
1.5109050257149624e+18,2022-04-04 09:00:04+00:00,['1510905025714962434'],"Wordle 289 3/6

⬛⬛🟩⬛🟩
🟨🟨⬛⬛🟨
🟩🟩🟩🟩🟩",wordle,False
1.5107358513612964e+18,2022-04-03 21:47:49+00:00,['1510735851361296385'],@BBC Loved it #PeakyBlinders @BBCNews but more questions to be answered. Looking forward to the film,loved question answered looking forward film,False
1.510633471999365e+18,2022-04-03 15:01:00+00:00,['1510633471999365126'],@TheBoltonNews Is this news?,news,False
1.5106318303278572e+18,2022-04-03 14:54:29+00:00,['1510631830327857154'],@santanderukhelp been on hold now for 40 minutes trying to report fraud. Any chance of some assistance ?,hold minute trying report fraud chance assistance,False
1.5103989801900974e+18,2022-04-02 23:29:13+00:00,['1510398980190097415'],"Wordle 288 6/6

⬛🟩⬛🟨⬛
🟨🟩⬛⬛⬛
⬛🟩🟨⬛⬛
⬛🟩⬛⬛🟩
⬛🟩⬛⬛🟩
🟩🟩🟩🟩🟩",wordle,False
1.510260474776105e+18,2022-04-02 14:18:51+00:00,['1510260474776104963'],"@jet2tweets Hey Jet 2
Any chance of booking a holiday? Been on hold for 20 minutes",hey jet chance booking holiday hold minute,False
1.5102064944568852e+18,2022-04-02 10:44:21+00:00,['1510206494456885249'],"Wordle 287 4/6

🟨🟨⬛🟨⬛
🟨🟩⬛⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩tough one I think 
More luck than judgement here",wordle tough one think luck judgement,False
1.5101903159819223e+18,2022-04-02 09:40:03+00:00,['1510190315981922307'],Love Bolton head teachers #nailedit https://t.co/EENh4NXeie,love bolton head teacher,False
1.5099643907325665e+18,2022-04-01 18:42:19+00:00,['1509964390732566528'],"@Marlonfossey_ Love this @Marlonfossey_ 
We’d love you to stay",love wed love stay,False
1.509942866088444e+18,2022-04-01 17:16:47+00:00,['1509942866088443906'],@MarcIles Good draw,good draw,False
1.5099404486343188e+18,2022-04-01 17:07:10+00:00,['1509940448634318854'],@MarcIles Loosey lefty righty tighty,loosey lefty righty tighty,False
1.5099376759728906e+18,2022-04-01 16:56:09+00:00,['1509937675972890625'],@MarcIles Take that,take,False
1.5099336743887708e+18,2022-04-01 16:40:15+00:00,['1509933674388770818'],@MarcIles Hope he brings us luck,hope brings u luck,False
1.509929308760023e+18,2022-04-01 16:22:54+00:00,['1509929308760023043'],"Wordle 286 6/6

⬛⬛⬛⬛⬛
⬛⬛⬛🟨⬛
⬛🟨🟨🟨⬛
🟩🟨🟨🟨⬛
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.5099276167106847e+18,2022-04-01 16:16:11+00:00,['1509927616710684673'],To all of my colleagues and teacher friends #restup https://t.co/J7cPhWmbXl,colleague teacher friend,False
1.509926642172539e+18,2022-04-01 16:12:19+00:00,['1509926642172538889'],To all of my colleagues and school friends #HappyEaster #RestUp https://t.co/wc3PbVAte8,colleague school friend,False
1.5096060313237094e+18,2022-03-31 18:58:19+00:00,['1509606031323709447'],@emp_21x @MarcIles @HerGameToo Count me in,count,False
1.509575465740247e+18,2022-03-31 16:56:52+00:00,['1509575465740247046'],"Wordle 285 5/6

⬛⬛⬛⬛🟨
🟩⬛⬛⬛⬛
🟩⬛⬛⬛⬛
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩",wordle,False
1.5092817125593334e+18,2022-03-30 21:29:36+00:00,['1509281712559333379'],"Female football fan speaks out over 'vile' social media abuse

#shame #dreadful  https://t.co/cdAK1HK6qK",female football fan speaks 'vile' social medium abuse,False
1.5092660145000038e+18,2022-03-30 20:27:13+00:00,['1509266014500003852'],"Wordle 284 4/6

⬛🟨⬛⬛⬛
⬛⬛🟨🟨🟨
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",wordle,False
1.5088900992825958e+18,2022-03-29 19:33:28+00:00,['1508890099282595846'],"Wordle 283 5/6

⬛⬛🟩⬛🟩
🟩⬛🟩⬛🟩
🟩⬛🟩🟩🟩
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.5088868472206008e+18,2022-03-29 19:20:32+00:00,['1508886847220600838'],@keziah70 The fatigue is real isn’t it,fatigue real isnt,False
1.5085396058926203e+18,2022-03-28 20:20:44+00:00,['1508539605892620291'],"Wordle 282 4/6

⬛⬛⬛⬛⬛
⬛⬛🟨🟨⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.5081677373984686e+18,2022-03-27 19:43:03+00:00,['1508167737398468623'],"@BrendanCole incredible, amazing Bolero 
Best ever (apart from the original) 
You had all 10 votes  ⛸ from me",incredible amazing bolero best ever apart original vote,False
1.508047208121344e+18,2022-03-27 11:44:07+00:00,['1508047208121344004'],"Wordle 281 4/6

🟨⬛⬛⬛⬛
⬛🟨⬛🟨🟨
🟨⬛⬛🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.5080051865680855e+18,2022-03-27 08:57:08+00:00,['1508005186568085506'],After 10 long and lonely days I went out for lunch … and boom! https://t.co/d31RtOK9Mq,long lonely day went lunch boom,False
1.507841587593851e+18,2022-03-26 22:07:03+00:00,['1507841587593850893'],Good day all round #lovethislad @tombk64 https://t.co/odSe90fJYD,good day round,False
1.5078413943622328e+18,2022-03-26 22:06:17+00:00,['1507841394362232843'],Good day all round #lovethislad @ PLY https://t.co/9iytmBhCDn,good day round ply,False
1.5077080596483318e+18,2022-03-26 13:16:27+00:00,['1507708059648331780'],Having a sneaky gin at Atlas Bar enjoying my new freedom @ Atlas Bar https://t.co/IyS8Mn7Hg6,sneaky gin atlas bar enjoying new freedom atlas bar,False
1.5075043264738304e+18,2022-03-25 23:46:54+00:00,['1507504326473830404'],I’m listening to Oops! on my Audible app. Try Audible and get it here: https://t.co/LwFXXDzTas https://t.co/bCk7ZgyD4d,im listening oops audible app try audible get,False
1.5073958643813007e+18,2022-03-25 16:35:54+00:00,['1507395864381300766'],"Wordle 279 4/6

🟨🟩⬛⬛⬛
⬛🟨🟨⬛🟨
🟩⬛🟩🟨⬛
🟩🟩🟩🟩🟩",wordle,False
1.507386203649286e+18,2022-03-25 15:57:31+00:00,['1507386203649286160'],@HYWEL_ROBERTS Thank you … just bought your book and then realised it’s on Audible… Oops 😉,thank bought book realised audible oops,False
1.5073853545081938e+18,2022-03-25 15:54:09+00:00,['1507385354508193796'],I’m outside!! @ Bolton https://t.co/TvN7djTqQc,im outside bolton,False
1.5073361768894833e+18,2022-03-25 12:38:44+00:00,['1507336176889483278'],Unbelievable #day9 https://t.co/zuQxYwZJPF,unbelievable,False
1.5073358585122693e+18,2022-03-25 12:37:28+00:00,['1507335858512269315'],ARE YOU KIDDING?!!!! #day9 https://t.co/xFOP0aYiQv,kidding,False
1.5073354579857285e+18,2022-03-25 12:35:52+00:00,['1507335457985728513'],@tombk64 teaching my children @graystoneASA proud mum https://t.co/Eu0MsIwIvs,teaching child proud mum,False
1.507335091982381e+18,2022-03-25 12:34:25+00:00,['1507335091982381061'],Proud mum. Tom is doing a terrific job teaching my children @ Graystone Action Sports Academy Manchester https://t.co/uTftJvATQJ,proud mum tom terrific job teaching child graystone action sport academy manchester,False
1.5073111573878784e+18,2022-03-25 10:59:19+00:00,['1507311157387878404'],@HYWEL_ROBERTS Could our Eccles cluster book you as we discussed at the HT conference? Sent you an email x,could eccles cluster book discussed ht conference sent email x,False
1.5071424023221453e+18,2022-03-24 23:48:44+00:00,['1507142402322145283'],"@bbcquestiontime #bbcqt This person clearly deals in theories and Tory apologetics without considering the impact on individuals. £200 off energy bills from a windfall tax described as ‘a drop in the ocean’

Not for the people that need it Kate  

@lisanandy https://t.co/KECJXIsAh8",person clearly deal theory tory apologetics without considering impact individual energy bill windfall tax described drop ocean people need kate,False
1.5071396571795825e+18,2022-03-24 23:37:50+00:00,['1507139657179582476'],"@bbcquestiontime #bbcqt Well done that audience. You’ve come across far better and more persuasive than some of the panel, especially Damian. #Democracy",well done audience youve come across far better persuasive panel especially damian,False
1.5071392965448868e+18,2022-03-24 23:36:24+00:00,['1507139296544886784'],"#bbcqt Well done that audience. You’ve come across far better and more persuasive than some of the panel, especially Damian. #Democracy",well done audience youve come across far better persuasive panel especially damian,False
1.5070713522259108e+18,2022-03-24 19:06:25+00:00,['1507071352225910792'],If our political leaders don’t have to follow the law… #partygate #settheexample #nooneshouldbeabovethelaw https://t.co/fdSxBzbvrW,political leader dont follow law,False
1.5070431461606564e+18,2022-03-24 17:14:20+00:00,['1507043146160656398'],@MarcIles They need a better goalie #rookieerror,need better goalie,False
1.507042174294233e+18,2022-03-24 17:10:28+00:00,['1507042174294233088'],@MarcIles Wall not wide enough and not in the right position?,wall wide enough right position,False
1.507037993965691e+18,2022-03-24 16:53:51+00:00,['1507037993965690885'],@MarcIles Sierra Leone player 22 looks good,sierra leone player look good,False
1.5070260452910858e+18,2022-03-24 16:06:23+00:00,['1507026045291085831'],Finally… just need 1 more #day8 https://t.co/PW28QKrDP6,finally need,False
1.50702578042923e+18,2022-03-24 16:05:19+00:00,['1507025780429230083'],"Finally 
Day 8 - just need 1 more https://t.co/SSechgQdXY",finally day need,False
1.5069917386232504e+18,2022-03-24 13:50:03+00:00,['1506991738623250436'],"Wordle 278 4/6

⬛🟨⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",wordle,False
1.506970673327059e+18,2022-03-24 12:26:21+00:00,['1506970673327058949'],@FFTEduDatalab @FFTEdu very useful and interesting research conference #fftconf22 Thank you to everyone involved,useful interesting research conference thank everyone involved,False
